peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_option_id,peer_assignment_review_schema_part_option_text,peer_assignment_review_schema_part_option_score
"8jzkN86PEeWyxApSRqwlWw@2","5d48005e-49d4-4571-f3e2-aa78264afb99","Yes","Yes",1
"9kBa5PeCEeWcIwpe-uKM9Q@2","b7112a15-a321-4cca-af85-9542b64995c7","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@5","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@5","a66764d6-9126-4a91-debc-7cfd1fc72f49","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@7","00c7154f-e334-4802-800e-908d76a8ae4a","No","No",0
"B7quoNEDEeW86A4dl3pnEQ@6","d682cd56-300e-4641-d842-519d4bd48250","9c79a00d-00a7-406a-8418-32ae740ca2fe","<co-content><text>Some of the risks were missing contingency plans </text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@1","183bef19-6058-4c31-ad07-4338d162e635","Yes","Yes",1
"B7quoNEDEeW86A4dl3pnEQ@6","f5615126-c42e-42d6-9238-c5028e441fdd","e7de1c51-4f65-478b-de49-97ade6f00c56","<co-content><text>No ratings were provided </text></co-content>",0
"-xK13dEPEeW3igq7kvt3qw@6","b74ebca3-c5a8-4453-ab04-19bb1b037123","No","No",0
"wFPJjyhQEeaVWgodRB5guQ@1","96de681e-a8d9-451d-d979-f3425fc6dad8","46fe8af4-3ec7-48ee-e897-cf2152bb0463","<co-content><text>Some of the time</text></co-content>",2
"9voOH_eCEeWSPQpVZJn7FQ@2","8ed85c84-05f2-4e43-a092-71288c01482d","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@4","5a54b003-0907-4259-f9f9-2e1573a7612a","Yes","Yes",1
"9JWR-PeCEeWcIwpe-uKM9Q@2","88ab4e9b-96cd-485e-e687-e7ffc93bac76","Yes","Yes",1
"9LQVjveCEeWJoRIC9GAuIw@3","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","160eacf2-1a12-440a-fcbb-85efed8c14b7","<co-content><text>3 of the risks were present in the Risk Plan</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@13","860961d0-dfba-4f98-9c29-20ca931553c9","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@3","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","ba934ad1-e982-470a-f3fe-5d19797e0158","<co-content><text>Not complete</text></co-content>",0
"dn6ZfdEIEeWR0RIE1vRpDw@7","b90065ed-3ec0-4899-b895-2a94f0f5a187","Yes","Yes",1
"AI8CcM6REeWRcgrL75b_bQ@2","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","No","No",0
"9kBa5PeCEeWcIwpe-uKM9Q@3","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","Yes","Yes",1
"wXYC7ShQEeaGtw7VJ4hX6w@1","f7823a36-be3b-455e-c2cd-50d776c198ab","Yes","Yes",1
"9JWR-PeCEeWcIwpe-uKM9Q@2","e1f46608-d516-459a-d399-07d8ffbd6e04","No","No",0
"o40uFM6MEeW4gBJQzjtgDw@6","65874504-b616-4e80-d05f-3b0062f262f5","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@1","7e609c48-6601-45c3-f916-f3408cdbf4e6","Yes","Yes",1
"9cdbFPeCEeWYNAoGmttnCw@2","d3c2244b-953e-4b2f-94dd-82fb1494e73c","a71fc45d-9f60-4c18-e963-e4b0bbcc7e79","<co-content><text>1 high risk-low priority user story remained in the backlog</text></co-content>",1
"AI8CcM6REeWRcgrL75b_bQ@10","96de681e-a8d9-451d-d979-f3425fc6dad8","eb68cf60-2103-4898-9638-f6bfb3996c13","<co-content><text>Most of time</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@8","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good</text></co-content>",2
"em6s9NEVEeWlfA7f_IUrbw@8","a66764d6-9126-4a91-debc-7cfd1fc72f49","No","No",0
"NYjqqtESEeWR0RIE1vRpDw@2","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","e1a09d8b-1c10-4031-d556-b1443179bd3c","<co-content><text>Some of the time</text></co-content>",2
"em6s9NEVEeWlfA7f_IUrbw@9","8ed85c84-05f2-4e43-a092-71288c01482d","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@10","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@8","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","No","No",0
"AI8CcM6REeWRcgrL75b_bQ@7","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","Yes","Yes",2
"AI8CcM6REeWRcgrL75b_bQ@2","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","Yes","Yes",2
"dn6ZfdEIEeWR0RIE1vRpDw@7","860961d0-dfba-4f98-9c29-20ca931553c9","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@1","aa0b75af-bcea-46f8-82d6-cace74c06316","8d964f97-8bbf-490c-9a7a-57f3820f850e","<co-content><text>The learner provided 1 additional risk</text></co-content>",1
"vxRFFShQEeaGtw7VJ4hX6w@1","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","160eacf2-1a12-440a-fcbb-85efed8c14b7","<co-content><text>3 of the risks were present in the Risk Plan</text></co-content>",3
"4qyWSs6NEeWzWQ7wuWBg7Q@3","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","63de1c8e-b348-4127-a01a-ad8e55454ab5","<co-content><text>2 of the risks were present in the Risk Plan</text></co-content>",2
"P3kcYs6CEeW6bA4RgCmm0Q@5","8ae0dce8-688e-4646-9cb8-1713bd596bde","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@5","85d1392d-59b7-4a24-e12c-9ceda086b9db","Yes","Yes",1
"9cdbFPeCEeWYNAoGmttnCw@4","820fe52a-ece5-4051-fe12-353e3c5110a8","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@1","96a3451f-045c-4179-899a-c8d30459027e","Yes","Yes",1
"wCZRVyhQEeaeOg6Hp9hnyw@1","820fe52a-ece5-4051-fe12-353e3c5110a8","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@7","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@5","8ed85c84-05f2-4e43-a092-71288c01482d","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@7","8ae0dce8-688e-4646-9cb8-1713bd596bde","No","No",0
"ZqZRCtTbEeWHOA7t0uQ0Ww@9","41c3a084-cd57-4a2f-af00-a6a28b81c814","No","No",0
"wJGWByhQEea9ZhJKQvAauw@1","e452af33-9bb0-4aa2-80c0-480f21e1a915","Yes","Yes",1
"9gWb5veCEeWoVw4RkdPOvQ@2","153c7945-2cf5-47e5-debc-41f541798c8b","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@3","e1f46608-d516-459a-d399-07d8ffbd6e04","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@9","5a46ec77-fd00-4ecc-c241-d931b7df0233","No","No",0
"9ffhC_eCEeWkJA7vZIsK9Q@1","96de681e-a8d9-451d-d979-f3425fc6dad8","eb68cf60-2103-4898-9638-f6bfb3996c13","<co-content><text>Most of time</text></co-content>",3
"9JWR-PeCEeWcIwpe-uKM9Q@1","88ab4e9b-96cd-485e-e687-e7ffc93bac76","No","No",0
"wTlH0ChQEeaOBAr7VGzUHw@2","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@2","c5d2e20b-ef1a-43f0-c34a-dff68517d111","96d2f791-8dcb-4417-af65-49348bd99dba","<co-content><text>Some of the risks had reasonable contingency plans</text></co-content>",1
"9cdbFPeCEeWYNAoGmttnCw@3","1a94c437-1f44-4b95-cf6c-c0f505f859a2","5289fc21-64b7-4694-99eb-4beafe0d1a65","<co-content><text>No high risk-high priority user stories appear in Sprint 1</text></co-content>",0
"vufdjihQEeaLEw5C-qNm0w@5","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@2","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@9","11742a95-8154-47f9-c340-85c14a6d73b9","Yes","Yes",1
"nqhqtdAbEeWJ8go9jrGl7Q@3","40f90a7f-a9eb-4365-f59c-126de570b33d","8fc38615-c52a-4e98-984d-90cb2e4f7165","<co-content><text>2 remaining high priority user stories appear in Sprint 1</text></co-content>",2
"wCZRVyhQEeaeOg6Hp9hnyw@1","820fe52a-ece5-4051-fe12-353e3c5110a8","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@8","5a46ec77-fd00-4ecc-c241-d931b7df0233","No","No",0
"wFPJjyhQEeaVWgodRB5guQ@3","96de681e-a8d9-451d-d979-f3425fc6dad8","06b613e0-6371-4c02-d9ab-7df4101ee14c","<co-content><text>Rarely</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@12","183bef19-6058-4c31-ad07-4338d162e635","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@11","6e259284-46d7-43d9-ea0d-03794de8b978","Yes","Yes",1
"nqhqtdAbEeWJ8go9jrGl7Q@6","3002b144-a8b4-4692-f822-7b56b8897564","No","No",0
"9kBa5PeCEeWcIwpe-uKM9Q@4","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","Yes","Yes",1
"nqhqtdAbEeWJ8go9jrGl7Q@7","b7112a15-a321-4cca-af85-9542b64995c7","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@7","731ed779-42fb-4a74-a9d6-11261018b2a0","88fd0c19-430c-451a-ef56-146184dae50f","<co-content><text>Excellent - The interpretation identifies at least 3 different things that can be interpreted from the burndown</text></co-content>",3
"vufdjihQEeaLEw5C-qNm0w@3","e0e554aa-ddd4-4451-9643-15c091940bc8","Yes","Yes",1
"9JWR-PeCEeWcIwpe-uKM9Q@2","145582d0-0803-4947-ba47-5e58afa111e3","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@11","860961d0-dfba-4f98-9c29-20ca931553c9","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@10","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent - The interpretation identifies at least 3 things that can be interpreted from the burndown.</text></co-content>",3
"wTlH0ChQEeaOBAr7VGzUHw@4","183bef19-6058-4c31-ad07-4338d162e635","Yes","Yes",1
"dGK4i9AXEeWJ8go9jrGl7Q@4","85d1392d-59b7-4a24-e12c-9ceda086b9db","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@3","1ad64563-dd56-4ce5-8a08-8d526e2c7992","No","No",0
"o40uFM6MEeW4gBJQzjtgDw@7","8e97d2ee-5f9b-4605-83b7-83bc74def75d","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@3","6e259284-46d7-43d9-ea0d-03794de8b978","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@11","351fc057-68fc-464f-a8c8-a974ff1977ac","No","No",0
"wTlH0ChQEeaOBAr7VGzUHw@1","9ff63e4e-58bf-4632-ff60-e611f447322a","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@8","a28d01b1-da29-4973-c680-683e42768daa","Yes","Yes",1
"wCZRVyhQEeaeOg6Hp9hnyw@2","1a94c437-1f44-4b95-cf6c-c0f505f859a2","08ee4f79-c2cd-4c27-8534-1ebf6198c531","<co-content><text>Two high risk-high priority user stories appear in Sprint 1</text></co-content>",2
"vxRFFShQEeaGtw7VJ4hX6w@2","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","cb75b6a3-fda2-49a3-b9ca-edd01b371f8c","<co-content><text>None of the risks were present in the Risk Plan</text></co-content>",0
"wIEbqihQEeaQAQovE5D5Iw@2","BlKY8xk3E7XHARXEGsuPY6","IGnH6VFIg3Dq66gfoXeYrr","<co-content><text>At least 2 criteria were provided for 3 of the user stories</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@8","d201f007-3c1a-4a49-cb67-205a2acc37e4","No","No",0
"wFPJjyhQEeaVWgodRB5guQ@3","6f178c21-4486-4778-a98f-c6342191366b","3aG6qtYOgTxRL2nQKNk3H7","<co-content><text>Satisfactory Effort - Two pieces of feedback are provided</text></co-content>",3
"P3kcYs6CEeW6bA4RgCmm0Q@6","96a3451f-045c-4179-899a-c8d30459027e","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@6","3e231bf7-cd64-471e-a7f8-085e542ae274","48fdd3c7-12a8-412f-b8a2-1f63603625e4","<co-content><text>Not complete</text></co-content>",0
"9l-i1veCEeWoVw4RkdPOvQ@4","41c3a084-cd57-4a2f-af00-a6a28b81c814","ry32rS949XSA-1TKunVLQs","<co-content><text>Minimal Effort - 1 piece of feedback is provided</text></co-content>",1
"NYjqqtESEeWR0RIE1vRpDw@4","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","106ad225-70b1-44f6-fa7c-fa1bdd4cd0b3","<co-content><text>Most of time</text></co-content>",3
"nqhqtdAbEeWJ8go9jrGl7Q@6","40f90a7f-a9eb-4365-f59c-126de570b33d","49e90e66-962e-4adc-f89a-c531de125cbf","<co-content><text>All remaining high priority user stories appear in Sprint 2</text></co-content>",3
"8jzkN86PEeWyxApSRqwlWw@5","5dd044b1-5290-4605-c525-769cb0689cd1","Yes","Yes",1
"vxRFFShQEeaGtw7VJ4hX6w@2","c5d2e20b-ef1a-43f0-c34a-dff68517d111","d9598ae9-34a6-4e8d-c078-37f3f39410a2","<co-content><text>All the risks had reasonable contingency plans</text></co-content>",3
"9l-i1veCEeWoVw4RkdPOvQ@5","41c3a084-cd57-4a2f-af00-a6a28b81c814","e5H96beDfdICob1D3AYYc8","<co-content><text>Excellent Effort - 3 pieces of feedback are provided</text></co-content>",5
"-xK13dEPEeW3igq7kvt3qw@4","3b016d76-5374-4e09-92cd-fefeb005fb92","No","No",0
"9ffhC_eCEeWkJA7vZIsK9Q@4","6f178c21-4486-4778-a98f-c6342191366b","YvRuI1gpCMSc6CTBF8BxSF","<co-content><text>Excellent Effort - 3 pieces of feedback are provided</text></co-content>",5
"9l-i1veCEeWoVw4RkdPOvQ@2","ef83a9aa-bb7e-44e5-898a-f5a5cf81796d","2f5adaba-a78f-4c6d-a0b6-e2d6ac64ffef","<co-content><text>Rarely</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@13","183bef19-6058-4c31-ad07-4338d162e635","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@6","9ff63e4e-58bf-4632-ff60-e611f447322a","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@3","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","af9436c9-af12-45d7-b769-fb32eb03f178","<co-content><text>Bad</text></co-content>",1
"9p1IYveCEeWwOA4X7vTG_Q@2","279aae26-0c26-4b91-98bc-6fa6865f7b56","59bf4bcd-f6cd-47c2-d019-dd3256017801","<co-content><text>All suggested user stories were added to Sprint 3</text></co-content>",3
"wTlH0ChQEeaOBAr7VGzUHw@1","3e231bf7-cd64-471e-a7f8-085e542ae274","99a2b0d0-519a-44de-9026-2c0ee1200f43","<co-content><text>Good - The interpretation identifies 2 things that can be interpreted from the burndown.</text></co-content>",2
"9KUiQfeCEeWc5xLFVM5IsQ@4","8e97d2ee-5f9b-4605-83b7-83bc74def75d","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@2","351fc057-68fc-464f-a8c8-a974ff1977ac","No","No",0
"-xK13dEPEeW3igq7kvt3qw@6","5bcc1717-2c30-4aed-c502-4b924a8e5a62","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@7","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","No","No",0
"P3kcYs6CEeW6bA4RgCmm0Q@12","145582d0-0803-4947-ba47-5e58afa111e3","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@8","c1b6a522-563b-45e0-87d8-4f21b096df7e","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@11","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","ba934ad1-e982-470a-f3fe-5d19797e0158","<co-content><text>Not complete</text></co-content>",0
"dn6ZfdEIEeWR0RIE1vRpDw@13","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"vxRFFShQEeaGtw7VJ4hX6w@2","c5d2e20b-ef1a-43f0-c34a-dff68517d111","96d2f791-8dcb-4417-af65-49348bd99dba","<co-content><text>Some of the risks had reasonable contingency plans</text></co-content>",1
"nqhqtdAbEeWJ8go9jrGl7Q@3","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","Yes","Yes",1
"P3kcYs6CEeW6bA4RgCmm0Q@7","6e259284-46d7-43d9-ea0d-03794de8b978","Yes","Yes",1
"8jzkN86PEeWyxApSRqwlWw@5","1a94c437-1f44-4b95-cf6c-c0f505f859a2","08ee4f79-c2cd-4c27-8534-1ebf6198c531","<co-content><text>2 high risk-high priority user stories appear in Sprint 1</text></co-content>",2
"wTlH0ChQEeaOBAr7VGzUHw@1","9ff63e4e-58bf-4632-ff60-e611f447322a","No","No",0
"wJGWByhQEea9ZhJKQvAauw@2","85d1392d-59b7-4a24-e12c-9ceda086b9db","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@6","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","Yes","Yes",1
"9voOH_eCEeWSPQpVZJn7FQ@2","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","Yes","Yes",1
"vufdjihQEeaLEw5C-qNm0w@1","96a3451f-045c-4179-899a-c8d30459027e","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@5","11742a95-8154-47f9-c340-85c14a6d73b9","No","No",0
"dGK4i9AXEeWJ8go9jrGl7Q@2","b9df9ca2-0b17-4be9-97fa-76e397a1fdf8","No","No",0
"wCZRVyhQEeaeOg6Hp9hnyw@1","d3c2244b-953e-4b2f-94dd-82fb1494e73c","86e4c092-1fe6-4616-b82c-ffba74ebb27c","<co-content><text>No high risk-low priority user stories remained in the backlog</text></co-content>",0
"9gWb5veCEeWoVw4RkdPOvQ@4","9990b547-ab7a-4618-8469-ccfeda4721a7","lng5K-P7yHK4QorEGF--xa","<co-content><text>Excellent Effort - Learner provided a complete representation of the product and included necessary details.</text></co-content>",3
"9ffhC_eCEeWkJA7vZIsK9Q@2","6f178c21-4486-4778-a98f-c6342191366b","YvRuI1gpCMSc6CTBF8BxSF","<co-content><text>Excellent Effort</text></co-content>",5
"8jzkN86PEeWyxApSRqwlWw@4","d3c2244b-953e-4b2f-94dd-82fb1494e73c","a71fc45d-9f60-4c18-e963-e4b0bbcc7e79","<co-content><text>1 high risk-low priority user story remained in the backlog</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@5","b32d6130-07e7-49ef-f76d-6628578479e4","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@3","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","ba934ad1-e982-470a-f3fe-5d19797e0158","<co-content><text>Not complete</text></co-content>",0
"9kBa5PeCEeWcIwpe-uKM9Q@3","40f90a7f-a9eb-4365-f59c-126de570b33d","49e90e66-962e-4adc-f89a-c531de125cbf","<co-content><text>All remaining high priority user stories appear in Sprint 2</text></co-content>",3
"wJGWByhQEea9ZhJKQvAauw@1","85d1392d-59b7-4a24-e12c-9ceda086b9db","Yes","Yes",1
"9ffhC_eCEeWkJA7vZIsK9Q@4","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","Yes","Yes",1
"9hRB5feCEeWJoRIC9GAuIw@1","e5362de2-eb75-422d-85ce-8332f2ced35d","Yes","Yes",1
"9hRB5feCEeWJoRIC9GAuIw@1","e5362de2-eb75-422d-85ce-8332f2ced35d","No","No",0
"dn6ZfdEIEeWR0RIE1vRpDw@11","c1b6a522-563b-45e0-87d8-4f21b096df7e","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@6","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","ba934ad1-e982-470a-f3fe-5d19797e0158","<co-content><text>Not complete</text></co-content>",0
"9n-Hi_eCEeWYNAoGmttnCw@1","eacb6c83-a4c5-4891-ec79-dcb7c0bd1333","c07c3835-e37b-42a1-d083-8d88945f4d93","<co-content><text>The learner did not provide additional risks</text></co-content>",0
"wCZRVyhQEeaeOg6Hp9hnyw@1","1a94c437-1f44-4b95-cf6c-c0f505f859a2","da6059ee-fe9c-44e8-edfe-35b820a70150","<co-content><text>1 high risk-high priority user stories appear in Sprint 1</text></co-content>",1
"9hRB5feCEeWJoRIC9GAuIw@5","e5362de2-eb75-422d-85ce-8332f2ced35d","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@2","351fc057-68fc-464f-a8c8-a974ff1977ac","No","No",0
"4qyWSs6NEeWzWQ7wuWBg7Q@5","5170a520-2a40-4f58-f6dc-6012f83360ef","d683e88a-c346-41e1-fae8-9404efb2ee1f","<co-content><text>The ratings included both likelihood and impact</text></co-content>",2
"em6s9NEVEeWlfA7f_IUrbw@5","a66764d6-9126-4a91-debc-7cfd1fc72f49","No","No",0
"9cdbFPeCEeWYNAoGmttnCw@1","1a94c437-1f44-4b95-cf6c-c0f505f859a2","08ee4f79-c2cd-4c27-8534-1ebf6198c531","<co-content><text>2 high risk-high priority user stories appear in Sprint 1</text></co-content>",2
"o40uFM6MEeW4gBJQzjtgDw@4","529676d5-3b72-437d-8a64-9bd32d5f9e3a","Yes","Yes",1
"wPvw6ihQEeaGtw7VJ4hX6w@2","d682cd56-300e-4641-d842-519d4bd48250","97e91ba8-cf6e-4e58-a7d4-d8e01fd7feab","<co-content><text>None of the risks had reasonable contingency plans</text></co-content>",0
"dn6ZfdEIEeWR0RIE1vRpDw@10","9ff63e4e-58bf-4632-ff60-e611f447322a","No","No",0
"vxRFFShQEeaGtw7VJ4hX6w@1","aa0b75af-bcea-46f8-82d6-cace74c06316","5a97faa8-3bbf-4f1d-e39f-c73cab25926c","<co-content><text>The learner did not provide additional risks</text></co-content>",0
"9kBa5PeCEeWcIwpe-uKM9Q@4","88a5c6ea-7ae7-4ef0-fc11-75d6e1c8429a","No","No",0
"wVhBSyhQEeaVWgodRB5guQ@2","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","106ad225-70b1-44f6-fa7c-fa1bdd4cd0b3","<co-content><text>Most of time</text></co-content>",3
"9kBa5PeCEeWcIwpe-uKM9Q@1","40f90a7f-a9eb-4365-f59c-126de570b33d","49e90e66-962e-4adc-f89a-c531de125cbf","<co-content><text>All remaining high priority user stories appear in Sprint 1 </text></co-content>",3
"9hRB5feCEeWJoRIC9GAuIw@2","731ed779-42fb-4a74-a9d6-11261018b2a0","88fd0c19-430c-451a-ef56-146184dae50f","<co-content><text>Excellent </text></co-content>",3
"P3kcYs6CEeW6bA4RgCmm0Q@6","8ae0dce8-688e-4646-9cb8-1713bd596bde","No","No",0
"8jzkN86PEeWyxApSRqwlWw@5","5d48005e-49d4-4571-f3e2-aa78264afb99","Yes","Yes",1
"wL5LqChQEeaoPRIBqlhr5Q@1","3002b144-a8b4-4692-f822-7b56b8897564","No","No",0
"em6s9NEVEeWlfA7f_IUrbw@6","8ed85c84-05f2-4e43-a092-71288c01482d","No","No",0
"o40uFM6MEeW4gBJQzjtgDw@4","65874504-b616-4e80-d05f-3b0062f262f5","Yes","Yes",1
"AI8CcM6REeWRcgrL75b_bQ@7","96de681e-a8d9-451d-d979-f3425fc6dad8","46fe8af4-3ec7-48ee-e897-cf2152bb0463","<co-content><text>Some of the time</text></co-content>",2
"9kBa5PeCEeWcIwpe-uKM9Q@5","40f90a7f-a9eb-4365-f59c-126de570b33d","80c60228-2f62-435f-8933-5f9f802943db","<co-content><text>1 remaining high priority user stories appear in Sprint 2</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@6","d201f007-3c1a-4a49-cb67-205a2acc37e4","Yes","Yes",1
"9kBa5PeCEeWcIwpe-uKM9Q@1","b7112a15-a321-4cca-af85-9542b64995c7","No","No",0
"wCZRVyhQEeaeOg6Hp9hnyw@3","5dd044b1-5290-4605-c525-769cb0689cd1","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@3","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","6f9d5e59-b6a0-4194-d0c0-1737084a338c","<co-content><text>Good</text></co-content>",2
"em6s9NEVEeWlfA7f_IUrbw@13","nO83mZak19BlcmsDymHWoz","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@2","5a46ec77-fd00-4ecc-c241-d931b7df0233","Yes","Yes",1
"wTlH0ChQEeaOBAr7VGzUHw@3","3e231bf7-cd64-471e-a7f8-085e542ae274","e6050174-854f-4a6c-be05-2085861debe8","<co-content><text>Excellent - The interpretation identifies at least three things that can be interpreted from the burndown.</text></co-content>",3
"9ffhC_eCEeWkJA7vZIsK9Q@2","96de681e-a8d9-451d-d979-f3425fc6dad8","9ee8c38f-8319-466d-a0d1-141ca369b790","<co-content><text>Learner didn’t identify any issue and/or solutions</text></co-content>",0
"P3kcYs6CEeW6bA4RgCmm0Q@9","6e259284-46d7-43d9-ea0d-03794de8b978","No","No",0
"9rsJSfeCEeWJoRIC9GAuIw@6","3e231bf7-cd64-471e-a7f8-085e542ae274","48fdd3c7-12a8-412f-b8a2-1f63603625e4","<co-content><text>Not complete</text></co-content>",0
"ZqZRCtTbEeWHOA7t0uQ0Ww@11","41c3a084-cd57-4a2f-af00-a6a28b81c814","3B00EffRFsGNzXwnfHatmz","<co-content><text>Excellent Effort - 3 pieces of feedback are provided</text></co-content>",5
"dn6ZfdEIEeWR0RIE1vRpDw@4","7e609c48-6601-45c3-f916-f3408cdbf4e6","Yes","Yes",1
"dn6ZfdEIEeWR0RIE1vRpDw@5","183bef19-6058-4c31-ad07-4338d162e635","No","No",0
"B7quoNEDEeW86A4dl3pnEQ@4","f5615126-c42e-42d6-9238-c5028e441fdd","98ff9f74-78b1-44c6-c018-386a7b0e4c57","<co-content><text>The ratings included both likelihood and impact </text></co-content>",2
"wJGWByhQEea9ZhJKQvAauw@1","731ed779-42fb-4a74-a9d6-11261018b2a0","ee9dc9a2-f06f-445d-acc5-3f7c0bcadbb9","<co-content><text>Not complete </text></co-content>",0
"wXYC7ShQEeaGtw7VJ4hX6w@2","b557bab7-f065-4943-ef08-a9a5b3504dcd","No","No",0
"9voOH_eCEeWSPQpVZJn7FQ@1","8ed85c84-05f2-4e43-a092-71288c01482d","Yes","Yes",1
"em6s9NEVEeWlfA7f_IUrbw@3","f7823a36-be3b-455e-c2cd-50d776c198ab","No","No",0
"9LQVjveCEeWJoRIC9GAuIw@4","5170a520-2a40-4f58-f6dc-6012f83360ef","d683e88a-c346-41e1-fae8-9404efb2ee1f","<co-content><text>The ratings included both likelihood and impact</text></co-content>",2
"wXYC7ShQEeaGtw7VJ4hX6w@2","a66764d6-9126-4a91-debc-7cfd1fc72f49","Yes","Yes",1
"9rsJSfeCEeWJoRIC9GAuIw@3","3e231bf7-cd64-471e-a7f8-085e542ae274","48fdd3c7-12a8-412f-b8a2-1f63603625e4","<co-content><text>Not complete</text></co-content>",0
