discussion_question_id,ualberta_discussions_user_id,discussion_question_title,discussion_question_details,discussion_question_context_type,course_id,course_module_id,course_item_id,discussion_forum_id,country_cd,group_id,discussion_question_created_ts,discussion_question_updated_ts
"_CxU7RCEEeaVPQ6kCMKyuQ",a9796d8dcc9f104a593933c37a3206294842dc3a,"As all good things come to an end...so is this specialization...","<co-content><text>I would like to thank all the faculty for putting together such a nice specialization. The capstone was awesome with lot of day to day scenarios and interactive scenario videos.</text><text>I work as an Architect/PM on functional side and the requirement gathering was the best course I liked of the set.</text><text>This was my first e-learning ever and thanks for making it special once again.</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","VUcbW","","","","",2016-05-02 16:43:23.387,2016-06-09 08:19:01.425
"0NhsWQT9EeamGg7Dz_SaMQ",a9796d8dcc9f104a593933c37a3206294842dc3a,"Assignment 6.8","<co-content><text>Can someone help with evaluating it?</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","VUcbW","","","","",2016-04-18 00:38:05.846,2016-06-09 08:07:25.065
"ZPsZzvN8EeWchxJDzxANrQ",0f64436d2f254c758088c19692700246ebe9f08a,"What to do If I disagree with the ideas presented by my team?","<co-content><text>Hi,</text><text>Some ideas are not correct and I strongly disagree with them, because they have negative impact on what customer wanted. Can I do something with it in this course, or meeting with developers are on-way only?</text><text/><text>Regards,</text><text>Michal</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","24XUN","","","",2016-03-26 17:58:50.034,2016-06-09 07:48:12.875
"EuczEwmJEeapsg5V67N9Xw",2f6229182e1559635229821f94be5d04fef593d2,"Need Three Volunteers to Quickly Grade","<co-content><text>Hello, Everyone, I made some improvements to my Burn Down and would like for a few people to take a quick grade on it!</text><text>It is greatly appreciated!!</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/q0yAj/4-5-assignment-iteration-burndown-sprint-1-graded/review/3yq5mwmIEeahug6qIphsqw\">https://www.coursera.org/learn/software-product-management-capstone/peer/q0yAj/4-5-assignment-iteration-burndown-sprint-1-graded/review/3yq5mwmIEeahug6qIphsqw</a></text><text/><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","VkCzk-VgEeWQyBIVkjssHw","","",2016-04-23 19:25:01.369,2016-06-09 08:12:08.298
"MqNF5f6DEeWW0grgb0UTkQ",2f6229182e1559635229821f94be5d04fef593d2,"Technical Problem?","<co-content><text>I am trying to review the classmates work, and every time I click to open the PDF, it reloads into a new tab the grading sheet?</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","Orpha","","","",2016-04-09 18:45:14.84,2016-06-09 08:00:46.417
"alMAKf98EeWS4Ar9qFG8UQ",2f6229182e1559635229821f94be5d04fef593d2,"Just Need The Last Two Graded!  Thanks!","<co-content><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/8hQcr/3-12-assignment-iteration-plan-for-sprint-1-graded/review/cH_26f9MEeWlQw7xlSHNnQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/8hQcr/3-12-assignment-iteration-plan-for-sprint-1-graded/review/cH_26f9MEeWlQw7xlSHNnQ</a></text><text/><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/jDnF8/3-13-assignment-product-wireframe-graded/review/vX1HWP9iEeWW0grgb0UTkQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/jDnF8/3-13-assignment-product-wireframe-graded/review/vX1HWP9iEeWW0grgb0UTkQ</a></text><text/></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-11 00:29:12.952,2016-06-09 08:01:39.415
"W73ldgmJEeapsg5V67N9Xw",2f6229182e1559635229821f94be5d04fef593d2,"Need Three Volunteers for a quick review!","<co-content><text>Hello, Everyone, I made some improvements to my Burn Down and would like for a few people to take a quick grade on it!</text><text>It is greatly appreciated!!</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/q0yAj/4-5-assignment-iteration-burndown-sprint-1-graded/review/3yq5mwmIEeahug6qIphsqw\">https://www.coursera.org/learn/software-product-management-capstone/peer/q0yAj/4-5-assignment-iteration-burndown-sprint-1-graded/review/3yq5mwmIEeahug6qIphsqw</a></text><text/></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-23 19:27:03.572,2016-06-09 08:12:08.302
"UJ38Kv6DEeWJIg651qnFcw",2f6229182e1559635229821f94be5d04fef593d2,"Week 3 - Grading Learners Work","<co-content><text>I am trying to review the classmates work, and every time I click to open the PDF, it reloads into a new tab the grading sheet?  </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","a7dkXOVgEeWhmg4JHc-OZw","","",2016-04-09 18:46:05.137,2016-06-09 08:00:46.332
"mOp0I_RuEeWfohJ0hvQveQ",2f6229182e1559635229821f94be5d04fef593d2,"Hello From Mesa Arizona","<co-content><text>Hello Everyone, I am a Product Manager and enjoy creating new products.  I been doing this for some time in a various markets, and I never get tired of watching ideas come to fruition.</text><text>I am taking the the course, not just the capstone, to see how formalized education is approaching the unique field of Software Product Management.  I do think the course is a fantastic primer to a career in this field.</text><text>Good luck to everyone!</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-27 22:52:35.375,2016-06-09 07:49:14.453
"znEH5_89EeWlQw7xlSHNnQ",2f6229182e1559635229821f94be5d04fef593d2,"Still need some assist on Grading","<co-content><text>All help is appreciated!</text><text/><text>  <a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/jwh4Pv5KEeWhAhJG54yYkQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/jwh4Pv5KEeWhAhJG54yYkQ</a></text><text>  </text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-10 17:01:02.627,2016-06-09 08:01:23.27
"0-JCl_nREeW3UQqDzupm-w",2f6229182e1559635229821f94be5d04fef593d2,"Google Doc Again?","<co-content><text>Hello, is this assignment a free-for-all on how we approach the risk plan in terms of the technology we use?  </text><text>In other words, do we need to have 'comments' on in a Google Doc to proceed correctly with the assignment?</text><text>I am in a pattern now, and I feel like this is the normal working method, but the assignment makes no mention of it's approach like the others.</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","lRHE2","","","",2016-04-03 19:25:30.297,2016-06-09 07:55:17.342
"z63ou_6DEeWJIg651qnFcw",2f6229182e1559635229821f94be5d04fef593d2,"Need More To Grade","<co-content><text>I can't proceed to the next lesson (locked), can we bypass it and go out of order on the other assignments until the rest catch-up?</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-09 18:49:38.312,2016-06-09 08:00:46.74
"24v2_v9EEeWJIg651qnFcw",2f6229182e1559635229821f94be5d04fef593d2,"Poor Josh","<co-content><text>It seems Josh is shot-down with every comment.  Seeing some  Anti-Patterns, especially Loose Cannon, and maybe some Intellectual Violence!</text></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","sW8gK","","","",2016-04-10 17:51:31.091,2016-06-09 08:01:25.059
"4nuUeg55EeaZrBJIefqa4w",2f6229182e1559635229821f94be5d04fef593d2,"Grade Me Please! :)","<co-content><text>Hello All, it doesn't look like my last assignement saved. :(</text><text/><text>Can you help me out by reviewing it! :)</text><text/><text>Thank you!</text><text/><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/i59nLg55EeaotQoPyNtt_Q\">https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/i59nLg55EeaotQoPyNtt_Q</a></text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","VkCzk-VgEeWQyBIVkjssHw","","",2016-04-30 02:18:53.496,2016-06-09 08:17:04.066
"f2k-tv6EEeWZ8AoH1Zkwbw",2f6229182e1559635229821f94be5d04fef593d2,"Would you mind grading mine?","<co-content><text>https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/gnRGgv6CEeWJIg651qnFcw</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-09 18:54:33.141,2016-06-09 08:00:46.726
"YazRKvwQEeWftQ4Vb9ltCw",a68fe6837396b81ccab5a74aa30d235ebb5317d9,"3.9 Resource is blocked","<co-content><text>I've uploaded the release plan, checked the work of 4 colleagues and ... I am not move further as resource 3.9 is blocked. I am using a MacBook Air air and my browser is Safari Version 9.0.3 (11601.4.4)</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-06 15:58:19.306,2016-06-09 07:58:09.80
"WUWWj_3HEeWS4Ar9qFG8UQ",a68fe6837396b81ccab5a74aa30d235ebb5317d9,"can you please review my assignment so I can complete the tasks for week 3?","<co-content><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/dnQ-4P1XEeWa4BJaeUokOQ\"/><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/dnQ-4P1XEeWa4BJaeUokOQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/dnQ-4P1XEeWa4BJaeUokOQ</a></text><text>I failed my release plan and I submitted it again this morning. It would be nice if someone could review it so the next assignment is unblocked! Many Thanks!</text><text>By the way I don't understand why we need to keep waiting to move forward ... most probably we will not get time to finish the work of the week. Are we facing a weak link? It looks like yes :-)</text><text>Many Thanks Cristina From London</text><text/><text/><text/></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-08 20:20:34.272,2016-06-09 07:59:55.834
"MMce6x0lEeanEw4Bwn2GsQ",ecf4c8761ff3f0e3365a2973dfd59a4f08194266,"Hello from Orlando, FL","<co-content><text>I'm an experienced engineer turned manager.  Taking this specialization to get some practical skills I can put to good use.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-18 18:20:25.073,2016-06-09 08:31:47.667
"9k8OHg7uEea63hJ3Ni_BAw",c91aa3ad44549d2b88980d748e9deaa68d0e4d02,"Great course!","<co-content><text>  First of all I would like to congratulate the Specialization team , specially Morgan, for their great work. At the beginning of the course I was a little worried about how it would be, and I have to say that it has fulfilled the expectations.</text><text>I have read nearly all the peers opinions about the course and I almost agree with all of them: I think the course is well structured, the training videos are instructive and illuminating, the material is useful and the project simulation videos and actors are excellent (during the last retro I got thrilled...!). The rhythm of the exercises were okay for me, and they were thought to make understand us the purpose of the theme, and at the same time they were not too complex.I have to say that sometimes there were some doubts with the content of the exercises, but thanks to Morgan's answers I was able to deliver the correct exercises results. I would recommend to the Coursera organizers that you should advise the learners to read the discussions threads, because at the beginning of the course I hardly never read them, and I was surprised of the amount of resolutions, answers, doubts and suggestions I could find in there. In my company there are many teams working using SCRUM, including mine, and since I started the course I have been comparing the reality with the theory, and there are many coincidences and some differences that are interesting to me. From now on I will try to suggest new practices to my team and my department to improve and be more agile!.</text><text>Many thanks to all of you! Good job!</text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-04-30 16:16:57.876,2016-06-09 08:17:26.194
"rSvYgASCEeagVwrGhMvzTw",c91aa3ad44549d2b88980d748e9deaa68d0e4d02,"Can not continue with Task 4.11","<co-content><text>Hello,</text><text>I have finished Task 4.9, so now it is pending of the peer review.</text><text>I wanted to start Task 4.11, but my surprise is that I need the material from 4.10, which is blocked. Why is it blocked? Is it blocked because Task 4.9  is still pending to be reviewed?</text><text>I do not understand the reason... And I can't continue, now that I have time to do it.</text><text>Could someone clarify this situation?</text><text>Many thanks.</text><text>Cecilia</text><text/></co-content>","module","99SZyjVxEeW6RApRXdjJPw","sDRJO","","","","",2016-04-17 09:56:37.897,2016-06-09 08:06:50.838
"FBg-EfENEeWFuw7QEATDpw",c91aa3ad44549d2b88980d748e9deaa68d0e4d02,"Hello from Barcelona","<co-content><text>Hello,</text><text>I am Cecília Rigol, and I work as a Requirements Enginner in a diagnostics multinational company. During the last years I have been working with the Scrum methodology, which I like, but I wanted to learn more about Software Product Management, so that's why I am here!</text><text>I hope to enjoy with you this capstone, so \"see\" you next weeks!</text><text>Ceci</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 15:36:57.867,2016-06-09 07:45:45.902
"FrZC9wk8EeaWWg6E9amO-Q",d08d98eaac485565987a70517385afa4c04c6140,"Round up or round down in release burndown velocity estimate","<co-content><text>Hi, I'm a bit confused by the instructions when reviewing 5.10. You suggest that the velocity which needs to be sustained to meet the target can be rounded down. </text><text>Shouldn't it actually be rounded up? If you keep the \"rounded down\" velocity you aren't going to make it in the planned weeks IMO. </text><text>Did I miss anything?</text><text>Thanks,</text><text>Antonio</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-23 10:13:56.511,2016-06-09 08:11:51.537
"p8YMn_vNEeWHDgoRw4pwlQ",d08d98eaac485565987a70517385afa4c04c6140,"Wrong requirements document link?","<co-content><text>Hi,</text><text>my submission for the requirements document is here:</text><text><a href=\"https://docs.google.com/document/d/1ERH11UGyt_4rwAvDWZfrkzWfypAzcfoBCXfzBMoe9w4/edit?usp=sharing\">https://docs.google.com/document/d/1ERH11UGyt_4rwAvDWZfrkzWfypAzcfoBCXfzBMoe9w4/edit?usp=sharing</a></text><text>I had a look at the comments, and some of them sounded a bit strange, so I've noticed that the link in my submission points here:</text><text><a href=\"https://docs.google.com/document/d/13i2GX80kG6s3rGZqRZll1sm357oCRKliM7EVeIh0Jt4/edit?usp=sharing\">https://docs.google.com/document/d/13i2GX80kG6s3rGZqRZll1sm357oCRKliM7EVeIh0Jt4/edit?usp=sharing</a></text><text>which is a totally different document by another user. Of course I have no way to actually check what I submitted, but I would find very strange having submitted someone else's document by mistake. </text><text>Can anybody please check what happened and what I could to to get the right document back? (and the feedback to the user who deserves the credit)?</text><text/><text>Thanks,</text><text>A.F.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","a7dkXOVgEeWhmg4JHc-OZw","","",2016-04-06 08:00:40.631,2016-06-09 07:57:49.446
"shl1NAvzEeawWRJ2-Hqumw",87311e6ed7e862ca3055468546b439a900edb980,"Assignment 6.5 -updated user stories","<co-content><text>I was going to ask about the added(tutorial) and removed user stories (16 and 17 for adding/removing from favorite lists) but based on earlier discussions, it looks like we can ignore these changes for this assignment. Thanks everyone </text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","VUcbW","","","","",2016-04-26 21:13:17.435,2016-06-09 08:14:44.352
"HtriRPCWEeW3AhKGdOu9ew",87311e6ed7e862ca3055468546b439a900edb980,"Sriram from Los Angeles","<co-content><text>Hello everyone</text><text>I am very excited to take this capstone project and learn, with all of you.  </text><text>I am an experienced business systems analyst/project manager with technical domain expertise in some niche areas. </text><text>Though I have done quite a bit of the coursework in my career, this specialization is a great resource helping me recap a few activities that I have not done recently while adding a few new skills to my repertoire. On the whole, this SPM specialization is a neat package, fitting well with my next career move as well as my personal venture to launch a product.</text><text>Let us work together and make this a successful step in our career path.</text><text>Sriram Santhanam</text><text>https://www.linkedin.com/in/sriramsanthanam  </text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 01:25:25.809,2016-06-09 07:45:17.709
"duJebfN4EeWi3hK4t5iOYw",fe60a05847a372f1ec73ecb634c8cd0a836527c9,"Hello from Astana, Kazakhstan!","<co-content><text>Hi, I am Madina. My work is related with developing software for education. Looking forward to improve my skills in SPM area.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-26 17:30:42.084,2016-06-09 07:48:11.662
"deoA7hFOEeaVPQ6kCMKyuQ",fe60a05847a372f1ec73ecb634c8cd0a836527c9,"about Agile and the role of SPM","<co-content><text>Hello! I just wanted to clarify a couple things to myself. So while taking the SPM courses, I learned a lot, had experience to apply my knowledge in practice by doing the exercises, and I learned about Agile methodology. </text><text>I am not clear with the following:</text><list bulletType=\"numbers\"><li><text>Can Agile be applied while developing complex software products such as tax counting or banking software. That type of software require a lot of understanding of business processes, and developing that type of complex software by only having user stories seems not realistic to me. Does this mean that Agile can not be applied while developing various types of software?</text></li><li><text>Also, in capstone I saw an example of developing software with a small team. I see that there is a software product manager on a team, product owner (Lisa), and three developers. What happens after software would be delivered to customer? Who usually takes care of documenting the reported issues (in case of there are many customers who use the software), and who deals with training customers? Also, I didn't see the participation of UX/UI designers, so developers are expected to deal with software design themselves? </text></li></list><text>Thank you!  </text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","VkCzk-VgEeWQyBIVkjssHw","","",2016-05-03 16:45:36.477,2016-06-09 08:20:03.36
"cAxzewsdEeau9AoaFBtgPw",1dd040ecec4640dd9cb7aa7512cb32b9dd48a078,"Release burndown chart while project is ongoing","<co-content><text>The concept behind the release burndown chart is to provide a clear view of the tasks finished, pending, added and removed, the velocity of a team and the projection line.</text><img assetId=\"sjZi9AsbEeaaqg5MSeYjIQ\" alt=\"\"/><text>The release burndown chart I designed can be found attached. As you can see I added only the bars corresponding to sprints 1, 2 and 3 supposing that we have just finished sprint 2 and the team is going to start with sprint 3.</text><text>One of the reviewers added the following comment: \"The amount of remaining work for sprints 4 and 5 is definetily not zero. You should check that.\"</text><text>While I was designing the chart this was a question that I also asked to myself since no such chart/case was available in the material of the relevant lesson. I decided that my chart should be representative of the current status allowing the user to understand, apart from the information previously mentioned, the project status to which it refers. For example this chart, compared to the one displayed in week's 6 assignment should differ in the fact that one extra bar should be added for sprint 4. Please clarify since although no such question existed in the evaluation criteria, I would be grateful to know how the correct chart would look like and which  the purpose/scope of the release burndown chart is.</text><text>Many thanks in advance,</text><text>Maria</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","QqTdi","","","","",2016-04-25 19:39:34.32,2016-06-09 08:13:45.764
"D7CElu-VEeWK_Q7eN25hdw",e478e6d70897c836c36c6871ea0400d4175229c7,"Hey Guys!!!","<co-content><text>I am Vinayak Kaistha. I am currently doing my MBA at United States and this course have helped me a lot in understanding Software Product Management. With capstone, I would like to enhance my learning not only through the material but also through everyone's comments. Looking forward to hear from you all.</text><text>Best Luck!!!</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 18:45:19.706,2016-06-09 07:44:00.702
"KNOzIwCyEeapRBJSZ0Y3Bw",86c417115a868bb7fe91be5644fea50e6cadafcd,"Burndown chart tool","<co-content><text>Hi guys!</text><text>Would someone be so kind to save me some time and recommend a good (free &amp; online :)) tool to create the burndown chart. I use Jira normally, but I just need something simple to finish this task now.</text><text>Thanks in advance!</text><text/><text/></co-content>","item","99SZyjVxEeW6RApRXdjJPw","","q0yAj","","","",2016-04-12 13:26:27.052,2016-06-09 08:03:09.901
"oRg-nfmHEeWEAhLOZ9BW_w",38cc0b66a2f37e37e28582925e0b3447c39bbb1c,"Hello from Romania","<co-content><text>Hi,</text><text>I am Patricia from Brasov, Romania. I had previous experience as software developer but I have been working as operations manager in a different industry for several years. I want to switch again to software development and try to get used with Agile methodologies.</text><text>The best of luck in following your dreams,</text><text>Patricia</text><text/><text> </text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-04-03 10:34:22.329,2016-06-09 07:54:58.846
"Evdk7AFgEeaFRBL8xcPRow",2af8e71a1e975eccd268f9b956409b43fff1f541,"Release plan tool confusing... How can we improve our grades?","<co-content><text>Hello everybody.</text><text>When creating the release plan, depending on your browser and let's say.. luck 😊 , </text><text>one might or might not notice that the columns for each of the sprints are in fact scrollable and that more than 8 stories can be placed there.</text><text>In my case I did not notice that. Due to this fact I took so much more time and effort (restarting the plan 4 or 5 times) and ended up thinking about this assignment as more of a mind game. </text><text>Anyway, in the meanwhile my assignment was graded but I feel I could have done a much better job if this tool would have behaved a bit differently.</text><text>Anyone in the same situation?</text><text>Is there any way to resubmit this assignment without fearing that I might not get a grade in the end, due to the week being over and no more graders available?</text><text>Thanks a lot!</text><text>Best regards,</text><text>Cristian</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","Uf8PR","","","","",2016-04-13 10:11:22.807,2016-06-09 08:04:00.051
"tzjdjAA2EealQw7xlSHNnQ",2af8e71a1e975eccd268f9b956409b43fff1f541,"Help needed with grading -- will return the favor","<co-content><text>Hello everybody... (who is still reading week 2 discussions 😳 )</text><text>Due to some personal issues i was thrown off track with my assignments and I failed to submit my week 2 assignments in time.. </text><text>For anyone who would be kind enough to help out with the review process, I can return the favor if needed</text><text>Week 2 assignment 1: <a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/ch4H9/2-1-assignment-requirements-technical-review-graded/review/Qjn2IgAqEeaftQ4Vb9ltCw\">https://www.coursera.org/learn/software-product-management-capstone/peer/ch4H9/2-1-assignment-requirements-technical-review-graded/review/Qjn2IgAqEeaftQ4Vb9ltCw</a></text><text>Week 2 assignment 2: <a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/lRHE2/2-3-assignment-risk-plan-graded/review/tRXrhwA4EeaJIg651qnFcw\">https://www.coursera.org/learn/software-product-management-capstone/peer/lRHE2/2-3-assignment-risk-plan-graded/review/tRXrhwA4EeaJIg651qnFcw</a></text><text>Thanks for your help!</text><text/><text>Best regards,</text><text>Cristian</text></co-content>","module","99SZyjVxEeW6RApRXdjJPw","axsNt","","","","",2016-04-11 22:42:48.357,2016-06-09 08:02:38.052
"LpPO8xwyEeaHYQrA6vK1PQ",f2e7953cae3e109c9706a5580e497be1cbc19d64,"Hello from Sofia, Bulgaria","<co-content><text>Hey all,</text><text>I've been working as a Product Manager for &lt; 1 year at a company that develops gaming software and I signed up for this specialization to improve my skills.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-17 13:20:53.676,2016-06-09 08:30:47.795
"BlHDavD6EeWkUAr_DMJ5Lw",38b52d1a9a2e44662fda9c2f508c45ff9e011236,"Hello from Cincinnati, Oh","<co-content><text>Looking forward to going through the capstone with all of you.  I'm looking to move from the Waterfall to the Agile environment and apply all that I've learned over the past months.  If any of you want to connect via LinkedIn, send me a note.</text><text>Take care and good luck,</text><text>Mike</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-23 13:20:34.318,2016-06-09 07:45:41.98
"lc9YhD8MEear2wpBpCdaRw",46fbd44dce33ca5b6cfcbd0334308ee5fd39e613,"Really good specialization","<co-content><text>This was a very good time share learning a lot with you guys. The specialization was really fun and the capstone project was also. Sometimes it seems that is a lot of dedication more when you have your normal activities to be performed but once is finished is easy to see that it worth the effort.</text><text>\\n</text><text>Thanks and Best regards\\n</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-06-30 21:49:56.693,2016-06-30 21:49:56.693
"5Ap_Oh9LEeaPqRI66g-Cyw",46fbd44dce33ca5b6cfcbd0334308ee5fd39e613,"Hello Everyone","<co-content><text>I'm a Colombian living in Brazil, working as a Product Owner of a automation for retailers application.  I'm electronic/systems engineer working developing software for more than then years.</text><text>I liked a lot the specialization, learn a lot and looking forward to get more expertise and complete the whole process.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-05-21 12:02:29.028,2016-06-09 08:33:37.708
"bieuje_tEeWFuw7QEATDpw",3715911e579c956d742f370a89b8689d54a83834,"Hello from Balraj","<co-content><text>Hi,</text><text>I am Balraj , with 15 years of experience in the IT/Software Tech sector.  Have worked in all the different stages of the development cycle , currently an Project manager for the last 6 years. </text><text>Wanted to take this course to get some learning and experience in the product manager job title as well as get an certificate that I can advertise ( resume, company skill inventory etc ).  Till now its been pretty enlightening .... hoping that the capstone will be the  icing on the cake :)   Best of luck to all.</text><text>cheers, Balraj</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 05:17:53.905,2016-06-09 07:44:31.976
"S7Lv_gvbEea84w5Krj7Aqw",3715911e579c956d742f370a89b8689d54a83834,"Its just a few days to the last day :)","<co-content><text>Congratulations and 3 cheers to the 'makers' and the 'takers' of this course,  finally its coming to an end ...... hopefully all will implement the learning in your day to day work. </text><text>Improvements : Have a interactive ( capstone style ) type assignment in all the 5 sub courses as part of this certification :)</text><text>Congratulations to Morgan, Brad , Kenny and all the people from University of Alberta.</text><text/></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","fASrHeVgEeWAzxJelNFrFw","","",2016-04-26 18:18:37.714,2016-06-09 08:14:38.793
"ScKlb_AkEeWeyQ6xu8k3Vw",65a0e6332fd5369d92869f79e34af62b7a894514,"I'm Carlos, from Dominican Republic. Hello everyone!","<co-content><text>Hello, my name is Carlos Carbonell, and I live in DR. I work as a software developer in a small company where Im also expected to take many of the responsabilities of a software product manager on the products I work on. I'm looking forward to working with you! :)</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 11:50:35.165,2016-06-09 07:44:42.192
"CBhOmwzqEeaSqwpdV4Ekkw",b8e50adbada0ae79309e205fa4481800d5a13966,"Educational projects","<co-content><text>Hello, I'm Konstantin and I'm a teacher in Russia. Currently we are working on online support for our school and we are trying to gamify our inner processes. That is the main reason I'm taking the course. I'll be most greateful if you can recommend some resources on online education like khan akademy or others.</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-04-28 02:36:37.907,2016-06-09 08:15:39.438
"3Uo3i_AbEeWCWg4sBTB7QQ",76da2c6036f0053b3d8c92011ea08e2440ed80cd,"Hello from Rome - Italy","<co-content><text>Hi all, my name is Roberto Raguseo, I'm working as Project Manager for a small software house. I'm already PMP certified but what I need most is improving my Agile skills in order to deliver best  software to my clients.</text><text>Regards,</text><text>Roberto</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-22 10:50:17.208,2016-06-09 07:44:40.297
"plXYKe-UEeWFuw7QEATDpw",f6391e4c50e2f36cdf239ce12c1feef64a36ff4d,"Hi from Italy","<co-content><text>Hi, I'm a software developer with 5 years of experience.  I love to learn new things and I'm taking this specialization to get a better knowledge about agile practices.</text><text>Andrea</text></co-content>","forum","99SZyjVxEeW6RApRXdjJPw","","","UwqGA--HEeWTdBIkpCpI1Q","","",2016-03-21 18:42:22.951,2016-06-09 07:44:00.539
