discussion_answer_id,ualberta_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"FQRBlClYEeayaAoFBq8aPw",6144ededcbd06ec156a7cc717ad195afaccb7301,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I have reviewed 4 other people's assignment as well...</text></co-content>","YA7KcyezEeaaVA48G_0dEQ","2wHojijREealng5zBIyoKQ",2016-06-03 06:54:56.784,2016-06-03 06:54:56.784
"uFrJySlXEeaHEgowKm82Aw",6144ededcbd06ec156a7cc717ad195afaccb7301,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Please grade  my </text><text>Assignment: 3.8 Assignment: Week 3 Release Plan</text><text>My proposed Solution is still locked....</text><text>Thanks</text></co-content>","YA7KcyezEeaaVA48G_0dEQ","2wHojijREealng5zBIyoKQ",2016-06-03 06:52:21.323,2016-06-03 06:52:21.323
"v0lKXBIlEeavcw5bns7DCQ",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Give me the link</text><text>and if you please review mine</text><text>https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw</text></co-content>","crR_IxH1Eeavcw5bns7DCQ","",2016-05-04 18:26:41.372,2016-05-04 18:26:41.372
"BOLIVxIlEea84w5Krj7Aqw",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you so much :)</text></co-content>","tqpZGxIREeaNagrozOF-VQ","U_SNkBIjEea63hJ3Ni_BAw",2016-05-04 18:21:28.644,2016-05-04 18:21:28.644
"0QTdABJMEea44Qp49aJR6w",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you</text><text>Good Luck </text></co-content>","qIw0cxFSEeaO1w7d1s7iLw","94ZiFhIzEeaxsBIihWq87Q",2016-05-04 23:06:21.495,2016-05-04 23:06:21.495
"U_SNkBIjEea63hJ3Ni_BAw",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I did review your work , could you review mine</text><text>https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw</text></co-content>","tqpZGxIREeaNagrozOF-VQ","",2016-05-04 18:09:22.307,2016-05-04 18:12:04.834
"QoO7jxIoEea0FgrDsuIyMQ",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Juan,</text><text>I reviewed your assignment , please review mine</text><text>https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw</text></co-content>","qIw0cxFSEeaO1w7d1s7iLw","",2016-05-04 18:44:40.53,2016-05-04 18:44:40.53
"uR0MpBIkEeaO1w7d1s7iLw",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Dana ,</text><text>I reviewed your assignments , please review mine</text><text>https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw</text></co-content>","A_ES7gs9Eea84w5Krj7Aqw","p0UD6RIVEeavcw5bns7DCQ",2016-05-04 18:19:21.519,2016-05-04 18:19:21.519
"Lwd4jBIkEeaNagrozOF-VQ",dd9a2d12db00f5270784fe27b42910a08104f330,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Federica,</text><text>I reviewed your assignments , please review mine</text><text/><text>https://www.coursera.org/learn/software-product-management-capstone/peer/6rdPD/6-8-assignment-personal-project-retrospective-graded/review/SRy31BGqEea84w5Krj7Aqw</text></co-content>","tqpZGxIREeaNagrozOF-VQ","9wqxuxIiEeaSqwpdV4Ekkw",2016-05-04 18:15:29.852,2016-05-04 18:15:29.852
"qEZWnQG8EeaFRBL8xcPRow",fdbfdb26747c68856747be043935cd881c772fe9,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Spreadsheet from assignment 5.10 indicates that US#8 is not completed</text></co-content>","wS2TpQDhEea58Q75huYNRw","",2016-04-13 21:14:07.004,2016-04-13 21:14:07.004
"ulsRHQ6tEeaZrBJIefqa4w",c791d81630803c5b3d3e594844130b5462cd58fe,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I totally agree. This was great and the capstone brought it to another level. Congratulations to all the team at U. Alberta ans Coursera, and to all of us that finished the specialization.</text></co-content>","SBf4bQ59Eea0FgrDsuIyMQ","",2016-04-30 08:30:00.004,2016-04-30 08:30:00.004
"2Ao_1Q6tEeaAVhLVpQtKaw",c791d81630803c5b3d3e594844130b5462cd58fe,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Good point! They were really awesome.</text><text>Congratulations on finishing the specialization!</text></co-content>","Cg52jA5uEeawWRJ2-Hqumw","",2016-04-30 08:30:49.806,2016-04-30 08:30:49.806
"ynFMggGQEeamGg7Dz_SaMQ",2548264c521b5194b8df328f36f3b7913ea32f81,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan,</text><text>In provided to assignment spreadsheet: <a href=\"https://www.dropbox.com/s/01t9h2k1dwlf7ol/Screenshot%202016-04-13%2018.58.49.png?dl=0\">https://www.dropbox.com/s/01t9h2k1dwlf7ol/Screenshot%202016-04-13%2018.58.49.png?dl=0</a> Probably it just missed indication that this US competed in sprint 2.</text></co-content>","wS2TpQDhEea58Q75huYNRw","",2016-04-13 16:00:06.472,2016-04-13 16:00:06.472
"DKnNvTkVEeaX9g777MTxIQ",4bc0e35afd57eb38a2299ab64b6cb9ea4bc295aa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Paul, I totally agree with you.  JIRA is really nice tool for reporting and tracking issues in Agile.  I certainly recommended it, anyway supposing most of sw companies. that are adopting Agile are already using it :)\\n</text></co-content>","eMpJoAr_EeaqFhJWgHcbtw","Emc7vTCeEeakfw5ltszKlw",2016-06-23 07:35:25.093,2016-06-23 07:35:25.093
"XA93QjkWEeaPHQrkCWo3rw",4bc0e35afd57eb38a2299ab64b6cb9ea4bc295aa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Alaa,</text><text>Adopting Agile methodologies is not done at 100%, it depends on product, project, team, manager, etc. Some practices are adopted and some are not. Usually, during project Product/Project Manager decides which practices to use and which not, since not all would be efficient for his team. Then, as project goes by some useful practices are adopted to project, some new practices might be tried for some gaps and what is not working is left behind. One more thing: retrospective meetings are lessons learned and are used to adopt methodologies from already finished project to a new projects, because we already know what is went right and what is went wrong in project that is finished, so we learn from it. Hope this helps! </text><text>\\n</text></co-content>","s6t0MS7yEeakfw5ltszKlw","",2016-06-23 07:44:47.796,2016-06-23 07:44:47.796
"SlxQczkcEeaswA4y58BhkQ",4bc0e35afd57eb38a2299ab64b6cb9ea4bc295aa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text><strong>Things that I have learned, based on participation:</strong>\\n1. In depth knowledge of agile software planning, considering the fact that I have to do it by myself I think that I got basics.\\n2. Agile metrics and reviews for successful sprint planning, very interesting and challenging.\\n3. In depth knowledge of software processes, with focus on Agile practices - this is my personal value.\\n\\n<strong>My Favorite Parts, based on participation:</strong>\\n1.\\n Creating release planning every week, aligned with customer's desires \\nwas very good since most of the projects in real world are not fixed, \\nbut constantly changing also if Customer is constantly changing his mind\\n it is a real challenge. Using associated tool was easy and I really \\nenjoyed using it and making different views of release plan.\\n2. Creating wireframe with free tools was easy and fun\\n3.\\n Iteration burndown and iteration planning of work was very interesting,\\n let me understand what is going well in project, what needs to be fixed\\n in order to achieve initial sprint planning.\\n\\n<strong>Overall experience:</strong>\\n1.\\n I would say wonderful experience with this specialization. I work in \\ncompany, that now acquires Agile and it was very interesting to explain \\nall things that happen and who is responsible for what.\\n2. Tasks are well defined and well spread across 6 weeks.\\n3. Pure practice experience were gained with Capstone project\\n4. Good idea to add review to other classmate's work, thus I can measure my own progress and get what is done well and what not.\\n\\n<strong>Considering things that might be improved, from my own experience with SPM Specialization:</strong>\\nI\\n have just one thing that I think can be done better: Better and \\nadditional explanation to release burndown - this part was the hardest \\none to me, since team's velocity is not constant and adding or removing \\nrequirements is making planning harder, since release planning is \\nchanged based on that.  Also customer's mind is changing and considering\\n low priority tasks as important to enter next release. Maybe adding \\nsome more explanation in relevant tasks: what needs to be done, in what \\nterms, what is expected as result and what others are going to revise. I\\n discovered important things that I have missed while reviewing other \\nclassmates' work.</text></co-content>","qgabzzMNEea88hLQJKBf0w","",2016-06-23 08:27:15.081,2016-06-23 08:27:15.081
"j8IZBzkUEeai1RIqHM9jYQ",4bc0e35afd57eb38a2299ab64b6cb9ea4bc295aa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Great set of tools, although knowing some of them. Thanks for sharing, John!\\n</text></co-content>","eMpJoAr_EeaqFhJWgHcbtw","",2016-06-23 07:31:55.537,2016-06-23 07:31:55.537
"RhIdJjkUEeaL_xIEq4QdBw",4bc0e35afd57eb38a2299ab64b6cb9ea4bc295aa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Lillie,</text><text>Usually, Unit tests are done during integration of the code by developers and thus, so there is no need specifically to plan them. Meanwhile, Acceptance tests are tests executed by customer, in order to actually accept product, so need to be planned and executed. Hope this helps!\\n</text></co-content>","MV3aOTDKEeaoXg7YgQ2Cfw","pKEwPDG0EeaCnQ4uxkc-rQ",2016-06-23 07:29:51.91,2016-06-23 07:29:51.91
"HMpyATkTEeaJZA6Ew5-W7Q",4bc0e35afd57eb38a2299ab64b6cb9ea4bc295aa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you Morgan for your help with this Specialization! I would not be able to make it without your help in courses and assignments!</text><text>Well done UALBERTA! Very nice specialization with good courses and practical example experience! I am glad I was able to be part of it! \\n</text></co-content>","3Omp4DdJEeaKiRJh72RApw","",2016-06-23 07:21:33.157,2016-06-23 07:21:33.157
"Woc2CPEmEeW3AhKGdOu9ew",062b08ad4bff0518607c67d024b72bdb0f98745d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Win10 home edition.</text><list bulletType=\"bullets\"><li><text>chrome Versione 49.0.2623.87 m doesn't work</text></li><li><text>microsoft edge doesn't work</text></li><li><text>ie 11 doesn't work</text></li><li><text>ie 11 with emulation ie10 works but i found some videos that doesn't</text></li></list></co-content>","yPxPIvAmEeWlJhJpbKSYeQ","F_vfU_EjEeWTdBIkpCpI1Q",2016-03-23 18:37:53.453,2016-03-23 18:37:53.453
"F_vfU_EjEeWTdBIkpCpI1Q",062b08ad4bff0518607c67d024b72bdb0f98745d,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Doesn't work also in microsoft edge or internet explorer 11. </text><text>It seems works only with ie 10 and safari. It's a bit sad...  </text></co-content>","yPxPIvAmEeWlJhJpbKSYeQ","",2016-03-23 18:14:33.32,2016-03-23 18:14:33.32
"G-hddiOOEeag6wpD-92Rcw",13f8bad8e6ca00b29933ee033a7889b30ea340c8,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Mike,</text><text>I am from Bothell area and also doing this course.</text></co-content>","YAUZKCKfEeaSbhIJy3C38Q","",2016-05-26 22:06:34.192,2016-05-26 22:06:34.192
"BF5YCfBbEeWFuw7QEATDpw",9a34047f1ee927417871d9c4438f967a1512eb0b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan, This appears when I upload mine and try to view my own assigment before final submission to just double check.</text></co-content>","0-W0DvBZEeWnOBISxifLdw","",2016-03-22 18:22:21.065,2016-03-22 18:22:21.065
"T6NWqfBcEeWK_Q7eN25hdw",9a34047f1ee927417871d9c4438f967a1512eb0b,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Have mailed you Morgan!</text><text/></co-content>","0-W0DvBZEeWnOBISxifLdw","",2016-03-22 18:31:36.843,2016-03-22 18:31:36.843
"VrZNIgZlEea-oQoewLh7bQ",83d3a4d57c7e446d61f2c842a605d58f1370abaa,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Have a look at this video: <a href=\"https://www.youtube.com/watch?v=39fWIp70olQ&amp;ebc=ANyPxKpK7ngUAjWivPVgR6XtgCsS5J4Ig_m7iDJefdwy-WIBKSkp3JDnkTOnu4G4r-C4SpLOLtWH2CURTux31h-jAlToeJz_rg\">https://www.youtube.com/watch?v=39fWIp70olQ&amp;ebc=ANyPxKpK7ngUAjWivPVgR6XtgCsS5J4Ig_m7iDJefdwy-WIBKSkp3JDnkTOnu4G4r-C4SpLOLtWH2CURTux31h-jAlToeJz_rg</a>  , that will explain how to combine bar chart with line chart in Excel. Or you can search \"Combination of column and line chart in Excel\". There are plenty of tutorials.</text><text>For the prediction line, you need to calculate its point values based on the actual story points and the number of iteration.</text></co-content>","aRO7-AZQEeaHBA6TeOVQuw","",2016-04-19 19:31:39.763,2016-04-19 19:32:22.249
"zkqkhPabEeWqQwq9khhH1Q",004a843b120ec60af81b1d43a788730e91e46fe6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Ok, that makes sense. Thanks for your help w/ this assignment. Also, I would like to thank you and the rest of your colleagues for doing a great job w/ this specialization. Great Work!!!</text></co-content>","lW01gPKREeWlJhJpbKSYeQ","G7GyWvXuEeWB9gr2ttYzXQ",2016-03-30 17:21:14.603,2016-03-30 17:21:14.603
"skfAofYOEeWfohJ0hvQveQ",004a843b120ec60af81b1d43a788730e91e46fe6,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>According to the spreadsheet US #40 is scheduled and completed during sprint 2 while US #41, 42, 43 are scheduled for sprint 4. So why 6 SPs for sprint 2 and 2 SP's for sprint 3? Did I miss something? </text></co-content>","lW01gPKREeWlJhJpbKSYeQ","G7GyWvXuEeWB9gr2ttYzXQ",2016-03-30 00:31:08.569,2016-03-30 00:31:08.569
"oWKQVwqtEeatoxIqWXQc8Q",b3a86f363edbe8481e7328ba44944f78efcb12e8,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I used MS Excel 2013, it has got nice feature of combo chart where you can have both bar and line charts together. Needs some playing around to get it working though. I use Excel quite a lot in my day job, so was already familiar with this. Please see this link.</text><text>https://support.office.com/en-us/article/Present-your-data-in-a-combination-chart-3f9aa612-1714-435c-af10-ec33f588243f</text></co-content>","hcCu6gZLEeaGYRLQcnuUpQ","",2016-04-25 06:19:13.459,2016-04-25 06:19:13.459
"3RMMuDSAEead2wphxfi2Cw",8889f7a0d9ee72f1a9260f423bb574286dfb47a3,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan</text><text>Sorry, still don't get it. We were supposed to point out specifically that there were not enough hours for the work to be done, since available hours of the team was 105 and total work was 124. Why could we not assume that \"you\" had enough hours (19+) to cover for the remaining work?</text></co-content>","u_ChFzI6EeaoXg7YgQ2Cfw","Tsi_YDJFEeaHEgowKm82Aw",2016-06-17 11:44:35.085,2016-06-17 11:44:35.085
"z4ubxDSAEead-Q4Z5CMWYw",8889f7a0d9ee72f1a9260f423bb574286dfb47a3,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan</text><text>Sorry, still don't get it. We were supposed to point out specifically that there were not enough hours for the work to be done, since available hours of the team was 105 and total work was 124. Why could we not assume that \"you\" had enough hours (19+) to cover for the remaining work?</text></co-content>","u_ChFzI6EeaoXg7YgQ2Cfw","",2016-06-17 11:44:12.387,2016-06-17 11:44:30.503
"kE9ItjSiEeakRg4YEMUfbw",8889f7a0d9ee72f1a9260f423bb574286dfb47a3,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>It makes sense now. Not then. :P</text><text>Thanks!\\n</text></co-content>","u_ChFzI6EeaoXg7YgQ2Cfw","Tsi_YDJFEeaHEgowKm82Aw",2016-06-17 15:45:49.184,2016-06-17 15:45:49.184
"jO3H7xrNEea8qw7iXbJ_IQ",3083a992edca6a554a3b77b06e483e5f11e7b8ae,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hola Ivan ... I am not from Mexico but I had the opportunity to have worked many years ago in Mexico City for Duracell de Mexico S.A.   </text><text>Saludos ... Eugenio</text></co-content>","-9yBixknEeauxQoPktIdZw","",2016-05-15 18:48:01.639,2016-05-15 18:48:01.639
"VEbXrfOaEeWqQwq9khhH1Q",a2d32eba19a5b9523814068d14d90ed7823a7cd2,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>I've used reader for reading use cases.</text><text/></co-content>","hE31rPITEeWkUAr_DMJ5Lw","",2016-03-26 21:33:06.911,2016-03-26 21:33:06.911
"7kjySizLEealng5zBIyoKQ",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Ah, that makes sense. To sum up, the right use of wire-frames is to clarify requirements with the clients, and then I use mock-ups to aid development. </text><text>  Thanks a lot! :)   </text></co-content>","qnkE2ywSEeah7Ap12GQcTQ","MgIcRyzEEeaatw7rZVB3fw",2016-06-07 16:21:46.912,2016-06-07 16:21:46.912
"Tsr22TyFEeaDRA5SxbW7qQ",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks Morgan! I'm definitely leaning toward a career as a Product Manager now. </text></co-content>","DKEiqTsJEeaIhBLoYw6bKw","oJmc1DyEEeaS0w6RXgoWAw",2016-06-27 16:36:33.162,2016-06-27 16:36:33.162
"5Y8odiwCEealng5zBIyoKQ",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Rahul,</text><text>I believe you have a Priority 3 user story (\"Animated Page Turning) in Sprint 2 and more Priority 2 and 3 stories in sprint 3. This violates the condition that ALL priorty 2 stories are finished prior to priority 3 stories. It would have been fine even if you had the Animated Page Turning somewhere in Sprint 3, not necessarily the last - that's something that can always be re-ordered in a planning meeting. Hope this helps!</text><text>Cheers mate!</text></co-content>","fq57HSvzEea-YhKdNUv9pQ","",2016-06-06 16:22:43.43,2016-06-06 16:22:43.43
"IABm6SwDEea2MgrBjcQhKw",6ca09c340e4f7574ab87c56bbf33e8c38ebe6573,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Balsamiq is my favorite. I particularly love it since I can upload assets to my project space anytime and this comes in very handy when you're using trademark logos or highly project specific UI artifacts.</text><text>I also remember the good old days when I used Microsoft Paint and PowerPoint. </text></co-content>","dzX0XiaBEeawRg6_aDBdWw","",2016-06-06 16:24:21.48,2016-06-06 16:24:21.48
"S8goXy1uEeaCnQ4uxkc-rQ",a20d9ec9bd1e1821c04dbfcbb0d06feffd693e8e,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan,</text><text>You're right about the cheating. I thought this was a mistake.</text></co-content>","eajxuyywEeaaVA48G_0dEQ","I2iUpyzDEeakfw5ltszKlw",2016-06-08 11:44:02.244,2016-06-08 11:44:02.244
"M_eDWQk-Eeapsg5V67N9Xw",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Yes, i saw it after opening this one... </text><text>Thank you!</text></co-content>","qbZHdwTREeauAAp_SRa7YQ","BWVEIQjJEeahtBJodWmeEw",2016-04-23 10:29:04.586,2016-04-23 10:29:04.586
"He5Jk_UHEeWB9gr2ttYzXQ",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi.</text><text>I see those as design features and not user stories. I actually commented my point of view in one of my peer reviews, and then I saw that some design decissions are required by the assessment to be present as user stories.</text><text>From my point of view (at least this is what I've been doing so far in the projects I've worked), design features, like layout, pictures and colors, are not functional requirements, but some other constraints to consider as part of the definition of  done for UI related stories. For example, I can implement a list of books in may ways. If I have to show the picture of the book, that does not change what I have to develop in the product. Is just a way to present the data. The same for the other two points.</text><text>A different thing is when i have a feature already implemented, and I want to change the way the data is presented. So, if my list of books is shown without pictures, it is already part of the product, and I want to change the product to show pictures, I would create that requirement as a user story. Why? Because in this case I need to modify an existing feature in the product. But if I am starting development, this design constraints are part of the acceptance criteria for the functionality I have to implement (in my opinion), since I am starting from the scratch and I can present the data as I want from the beginning. Why would you create a story to implement a list of books shown with a given appearance, and then create another one to change that appeareance? If there's nothing implemented yet, you can have only one story that presents the data as you want.</text><text>So I don't think they should be stories, and the criteria to evaluate the assignment seems a bit weird to me in this point, because two of the questions in the evaluation are related to this.</text><text>Let's see if someone from the staff can give us their point of view :)</text><text>Thanks! </text><text>EDIT: after being graded, my submission gets an 8 because of these different points of view. Should something subjective like this condition the grading? </text></co-content>","4bJSM_TrEeWfohJ0hvQveQ","",2016-03-28 17:04:22.04,2016-03-28 21:27:47.536
"_tsC6f52EeWa4BJaeUokOQ",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi. I'm going to review it right now. Could someone please take a few minutes to review mine?</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/qhLa9_5xEeWu1Q5gvOuhYQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/qhLa9_5xEeWu1Q5gvOuhYQ</a></text><text>Thanks a lot!</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","",2016-04-09 17:17:54.003,2016-04-09 17:17:54.003
"sMmkRv59EeWW0grgb0UTkQ",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks a million!</text></co-content>","RiLnQv5mEeWW0grgb0UTkQ","_tsC6f52EeWa4BJaeUokOQ",2016-04-09 18:05:49.504,2016-04-09 18:05:49.504
"q6XRjf79EeWS4Ar9qFG8UQ",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you Mohamed!</text></co-content>","f2k-tv6EEeWZ8AoH1Zkwbw","sdfNlP6KEeWftQ4Vb9ltCw",2016-04-10 09:21:56.462,2016-04-10 09:21:56.462
"gZydxwssEeaAVhLVpQtKaw",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Good point. That's my case. By having adjustable floor two of the reviewers considered that the question is failed in my submission, even when I explained this situation in the assignment notes: 84 points that would be 92 if we sum up the stories added later and reflected by the adjustable floor.  And, as you said, they are right, according to the evaluation criteria.</text><text>In my case it's not a big deal, just one point missed in the assignment, but something to change for future iterations of the course :)</text></co-content>","sp_f-QrhEeay7RIMsC5_hw","",2016-04-25 21:27:26.237,2016-04-25 21:27:26.237
"sdfNlP6KEeWftQ4Vb9ltCw",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi, just reviewed your submission.</text><text>Would you mind to review mine? I think I only need one more to unlock the next item.</text><text><a href=\"https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/qhLa9_5xEeWu1Q5gvOuhYQ\">https://www.coursera.org/learn/software-product-management-capstone/peer/Orpha/3-8-assignment-week-3-release-plan-graded/review/qhLa9_5xEeWu1Q5gvOuhYQ</a></text><text>Thanks a lot in advance!</text></co-content>","f2k-tv6EEeWZ8AoH1Zkwbw","",2016-04-09 19:38:54.732,2016-04-09 19:38:54.732
"HyalfQv4EeaSqwpdV4Ekkw",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi Morgan. Thanks a lot, but don't worry about it. I'm fine with the assignment, the point in these courses is not to get a 100%, is to learn. At least that's my goal. That missing question is not gonna change too my final score anyway.</text><text></text><text>Thanks for your time! </text><text>Regards.</text></co-content>","sp_f-QrhEeay7RIMsC5_hw","",2016-04-26 21:44:58.38,2016-04-26 21:44:58.38
"mwwKhf5-EeWa4BJaeUokOQ",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thanks!. Maybe the unblocking process is not automatic and the site needs some time to reflect the assessments and calculate the status of the resource to unblock...</text></co-content>","dQl2Vv5uEeWZ8AoH1Zkwbw","nCdJn_50EeWZDQ5TnbLmpw",2016-04-09 18:12:22.526,2016-04-09 18:12:22.526
"naMocPWBEeWPyw7tSN6RVw",6700e41cae180eae210f8c531484fe3283ad6ee4,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Hi, Hussein.</text><text>Good points around requirements and user needs. It's clear that people have different points of view on this, and that's why I said this is subjective :)</text><text>I also think I have very clear the distinction between design and requirement, and I have a different opinion on how to elicit requirements and turn them into user stories than you ;)</text><text>For seeing pictures or not, even if I agree with you on when to consider some feature a user story, why would you have two stories? One story for implementing the logic and one for designing the UI? </text><text>From my point of view, I can do both (implementation and design) in one story, and that's what I reflected in my document. However, the grading requires two.</text><text>If we need two stories to fiish the work the user <strong>must </strong>see, how can we consider \"done\" any of them? Each story will cover half the work, from the user perspective: one for implementing the list, and rendering it some way, another one for polishing the design and render the data the way the user wants to see it.</text><text>Why would we consider that we are scoring points with each story if any of them is not what the users want? I don't see them \"very independent\". Story one implements the list, but is not shown the right way. Story two shows a UI as it has to be, but there's no implementation. i don't see any of those stories can be \"done\", since we are not completing what we need in any. For me, a user story covers all work for a feature as it is needed by the user. As I said, if I am changing the design of something that already exists, I would need a story just for the design. If I am starting development, I prefer to cover everything with only one story: implementation and design are part of the same story.</text><text>Apart from this, I think these aspects are subjective, because different people (as we can see in this thread) have different ideas on  how to get the functionality (and design) done. We're not saying that we won't cover the requirement for the pictures, we're just saying that what is considered two separate stories for some people, is covered with one only story (which would have different acceptance criteria) by others. And in both cases the product will meet the requirements.</text><text>Regards, and thanks for your input!</text></co-content>","4bJSM_TrEeWfohJ0hvQveQ","iJlG8vUwEeWB9gr2ttYzXQ",2016-03-29 07:41:14.897,2016-03-29 07:48:32.16
"VasH9vE5EeWFuw7QEATDpw",a0fa7d3a0e76f28b4e24fda70e779946908709d2,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Thank you.</text></co-content>","8mPuMfA7EeWlJhJpbKSYeQ","",2016-03-23 20:53:45.737,2016-03-23 20:53:45.737
"3Uern_EfEeWeyQ6xu8k3Vw",a0fa7d3a0e76f28b4e24fda70e779946908709d2,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>Well, if it's true is anybody going to fix that or we all have to use Internet Explorer?</text></co-content>","8mPuMfA7EeWlJhJpbKSYeQ","A9aBm_BEEeWTdBIkpCpI1Q",2016-03-23 17:51:26.341,2016-03-23 17:51:26.341
"ovDeCPBcEeWkUAr_DMJ5Lw",a0fa7d3a0e76f28b4e24fda70e779946908709d2,"99SZyjVxEeW6RApRXdjJPw","<co-content><text>\\nHi! I have the same problem. Tried to press the marked button, but still no subtitles.\\n\\n</text><img assetId=\"aTTmSfBcEeWM7RKqwyYzOQ\" alt=\"\"/><text/></co-content>","8mPuMfA7EeWlJhJpbKSYeQ","A9aBm_BEEeWTdBIkpCpI1Q",2016-03-22 18:33:56.602,2016-03-22 18:33:56.602
