peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_type,peer_assignment_review_schema_part_order,peer_assignment_review_schema_part_prompt,peer_assignment_review_schema_part_maximum_score
"wOQjKihQEeaoPRIBqlhr5Q@2","99f5bc0a-31be-4272-d23f-d0dc3f618f7e","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"8jzkN86PEeWyxApSRqwlWw@5","f924b41c-37e6-46de-8be6-a493f1411d22","multiLineInput",5,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"vufdjihQEeaLEw5C-qNm0w@5","88ab4e9b-96cd-485e-e687-e7ffc93bac76","yesNo",0,"<co-content><text>Did the learner create their Requirements document using Google Documents?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@12","e1f46608-d516-459a-d399-07d8ffbd6e04","yesNo",2,"<co-content><text>Did the learner use the prescribed format <strong>“As a ___, I want ___, so that ___”</strong> for their user stories?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@7","e19ec481-e159-4ae3-a1f1-e6e0601bed88","yesNo",1,"<co-content><text>Did the learner set their Google Document to Can Comment? (i.e. as a peer reviewer, are you able to  make edits to the assignment that appear as suggestions?)</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@7","9dc4712c-28ca-45fc-cc4a-7b9090a38e10","yesNo",9,"<co-content><text>Does the learner clearly demonstrate that additional story points were <strong>added</strong> at the beginning of Sprint 3?</text><text>*Should show an increase of 2 story points</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@3","8ae0dce8-688e-4646-9cb8-1713bd596bde","yesNo",5,"<co-content><text>Did the learner include a user story about being able to see the covers of books while browsing (or similar wording)?</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@4","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"9cdbFPeCEeWYNAoGmttnCw@3","5dd044b1-5290-4605-c525-769cb0689cd1","yesNo",4,"<co-content><text>Are all the priority 2 user stories scheduled before (or in the same sprint) as any priority 3 user stories?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@7","11742a95-8154-47f9-c340-85c14a6d73b9","yesNo",9,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@2","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","yesNo",3,"<co-content><text>Did the learner provide some sort of unique identifier for their user stories? (i.e. a numbering or lettering system)</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@5","6e259284-46d7-43d9-ea0d-03794de8b978","yesNo",9,"<co-content><text>Did the learner include a user story about testing reading comprehension using voice recognition (or similar wording)?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@10","d201f007-3c1a-4a49-cb67-205a2acc37e4","yesNo",8,"<co-content><text>Does the learner have the total effort remaining as approx. 54 story points for sprint 3?</text></co-content>",1
"9hRB5feCEeWJoRIC9GAuIw@1","85d1392d-59b7-4a24-e12c-9ceda086b9db","yesNo",2,"<co-content><text>Does the prediction line point to a 6th day with no total effort remaining?</text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@1","1ad64563-dd56-4ce5-8a08-8d526e2c7992","yesNo",0,"<co-content><text>Did the learner get the correct answer as 18.4? (You may accept a rounded down answer of 18 as well)</text></co-content>",1
"vufdjihQEeaLEw5C-qNm0w@2","8ae0dce8-688e-4646-9cb8-1713bd596bde","yesNo",5,"<co-content><text>Did the learner include a user story about being able to see the covers of books while browsing (or similar wording)?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@2","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@3","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@1","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"7T_9jdGpEeWHOA7t0uQ0Ww@3","01396a3c-f367-4296-81a3-30aac1fbfbfb","yesNo",0,"<co-content><text>Did the learner provide a reasonable reflection?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@2","a3bc6b35-bbff-4c86-9f0c-6a2e1cdb414f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"wPvw6ihQEeaGtw7VJ4hX6w@2","f5615126-c42e-42d6-9238-c5028e441fdd","options",1,"<co-content><text>Did the learner provide a risk rating based on likelihood and impact for the risks in the risk plan?</text></co-content>",2
"-xK13dEPEeW3igq7kvt3qw@7","b74ebca3-c5a8-4453-ab04-19bb1b037123","yesNo",1,"<co-content><text>Did the learner place less than or equal to 18 story points worth of work in Sprint 3?</text><text>*There was only 18 story points completed in Sprint 2.</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@12","96a3451f-045c-4179-899a-c8d30459027e","yesNo",7,"<co-content><text>Did the learner include a user story about having adjustable font sizes (or similar wording)?</text></co-content>",1
"9gWb5veCEeWoVw4RkdPOvQ@1","153c7945-2cf5-47e5-debc-41f541798c8b","yesNo",1,"<co-content><text>Does the wireframe align with what is represented in the requirements document (i.e. the wireframe does not contain any additional features that do not appear in the requirements document)</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@3","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"AI8CcM6REeWRcgrL75b_bQ@6","6f178c21-4486-4778-a98f-c6342191366b","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"dGK4i9AXEeWJ8go9jrGl7Q@3","b9df9ca2-0b17-4be9-97fa-76e397a1fdf8","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"9LQVjveCEeWJoRIC9GAuIw@3","5170a520-2a40-4f58-f6dc-6012f83360ef","options",1,"<co-content><text>Did the learner provide a risk rating based on likelihood and impact for the risks in the risk plan?</text></co-content>",2
"vufdjihQEeaLEw5C-qNm0w@4","e79dfc4b-645b-44c4-e259-dd6de1221ff0","yesNo",4,"<co-content><text>Did the learner include a user story about the product being mobile/available anywhere (or similar wording)?</text></co-content>",1
"9LQVjveCEeWJoRIC9GAuIw@2","f9eee3a9-c6f6-4925-e560-8d3008b3cf9e","options",0,"<co-content><text>The four risks that were discussed in the development meeting were: </text><text>Feature Risks (such as voice recognition and remote connection), Developing for both iOS and Android, Lisa Changing her Mind, and the Database. </text><text>Did the learner include these risks in their Risk Plan?</text></co-content>",4
"9rsJSfeCEeWJoRIC9GAuIw@4","183bef19-6058-4c31-ad07-4338d162e635","yesNo",5,"<co-content><text>Does the prediction line point to a Sprint 6 with zero effort remaining at the beginning of that sprint?</text></co-content>",1
"AI8CcM6REeWRcgrL75b_bQ@6","5dc1b6c3-aee5-4834-be6c-9b1fd51eb178","yesNo",2,"<co-content><text>Did the learner identify that the estimated hours exceeds the available hours of the developer?</text></co-content>",2
"wCZRVyhQEeaeOg6Hp9hnyw@3","820fe52a-ece5-4051-fe12-353e3c5110a8","yesNo",0,"<co-content><text>Did the learner upload the PDF produced by the Release Planning activity?</text></co-content>",1
"AI8CcM6REeWRcgrL75b_bQ@7","6f178c21-4486-4778-a98f-c6342191366b","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"9rsJSfeCEeWJoRIC9GAuIw@2","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@5","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"9voOH_eCEeWSPQpVZJn7FQ@8","a66764d6-9126-4a91-debc-7cfd1fc72f49","yesNo",4,"<co-content><text><strong>If the learner created a work done vs. work completed burndown char</strong><strong>t, </strong>does the prediction line begin at approx. 90 story points at the beginning of sprint 1?</text><text><strong>If the learner created an adjustable floor burndown chart, </strong>does the prediction line extend to meet the adjustable floor? (i.e. does the prediction line start at approx. 84 story points at the beginning of sprint 1, and extend to approx. -6 story points at the beginning of sprint 6?).</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@12","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@6","e79dfc4b-645b-44c4-e259-dd6de1221ff0","yesNo",4,"<co-content><text>Did the learner include a user story about the product being mobile/available anywhere (or similar wording)?</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@7","a9fc09a1-62b5-42cb-e0e7-d044bbc10f13","multiLineInput",4,"<co-content><text>Do you have any suggestions for the learner that could improve their risk plan?</text></co-content>",
"9rsJSfeCEeWJoRIC9GAuIw@8","dc5e1f5b-aae2-483d-99e8-513d1f9d5457","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"o40uFM6MEeW4gBJQzjtgDw@9","zhHdizUlZHOQvw7qdCXArc","multiLineInput",3,"<co-content><text>How could the learner make their Requirements Document more Clear?</text></co-content>",
"wTlH0ChQEeaOBAr7VGzUHw@4","d201f007-3c1a-4a49-cb67-205a2acc37e4","yesNo",8,"<co-content><text>Does the learner have the total effort remaining as approx. 54 story points for Sprint 3?</text></co-content>",1
"o40uFM6MEeW4gBJQzjtgDw@10","8e97d2ee-5f9b-4605-83b7-83bc74def75d","yesNo",0,"<co-content><text>Did the learner provide a Google Docs URL?</text></co-content>",1
"NYjqqtESEeWR0RIE1vRpDw@8","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","options",1,"<co-content><text>Did the learner provide solutions for the issues that they pointed out?</text></co-content>",3
"vufdjihQEeaLEw5C-qNm0w@1","0ea48669-8b1d-468a-da1e-caf62fd81e35","multiLineInput",10,"<co-content><text>Do you have any general comments about your peer’s requirements document?</text></co-content>",
"em6s9NEVEeWlfA7f_IUrbw@2","f7823a36-be3b-455e-c2cd-50d776c198ab","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@10","351fc057-68fc-464f-a8c8-a974ff1977ac","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 38 story points for sprint 4?</text></co-content>",1
"9JWR-PeCEeWcIwpe-uKM9Q@1","e0e554aa-ddd4-4451-9643-15c091940bc8","yesNo",6,"<co-content><text>Did the learner include a user story about searching for reading material (or similar wording)?</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@6","8cfdbd6f-240f-418d-a396-2348fdb058a9","yesNo",4,"<co-content><text>Does the burndown show a slight burn across between days 2 and 3?</text></co-content>",1
"ZqZRCtTbEeWHOA7t0uQ0Ww@5","99f5bc0a-31be-4272-d23f-d0dc3f618f7e","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"8jzkN86PEeWyxApSRqwlWw@5","1a94c437-1f44-4b95-cf6c-c0f505f859a2","options",2,"<co-content><text>Are all the high-risk, high-priority user stories scheduled in the first sprint? (The high risk-high priority user stories were: Page Maintains Fidelity, Pictures, Connect with Remote User, Read with Audio)</text></co-content>",4
"o40uFM6MEeW4gBJQzjtgDw@8","v8YKeSfTKWcmHXu15NC4nI","multiLineInput",8,"<co-content><text>How could the learner make their Requirements Document more Manageable?</text></co-content>",
"9hRB5feCEeWJoRIC9GAuIw@1","e452af33-9bb0-4aa2-80c0-480f21e1a915","yesNo",1,"<co-content><text>Did the learner include a prediction line on their iteration burndown?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@10","183bef19-6058-4c31-ad07-4338d162e635","yesNo",5,"<co-content><text>Does the prediction line point to a Sprint 6 with zero effort remaining at the beginning of that sprint?</text></co-content>",1
"9hRB5feCEeWJoRIC9GAuIw@3","85d1392d-59b7-4a24-e12c-9ceda086b9db","yesNo",2,"<co-content><text>Does the prediction line point to a 6th day with no total effort remaining?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@13","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"wGJvpShQEea5Nw6WU2nKtw@3","153c7945-2cf5-47e5-debc-41f541798c8b","yesNo",1,"<co-content><text>Does the wireframe align with what is represented in the Requirements document? (i.e., the wireframe does not contain any additional features that do not appear in the Requirements document)</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@6","351fc057-68fc-464f-a8c8-a974ff1977ac","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 38 story points for sprint 4?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@12","b32d6130-07e7-49ef-f76d-6628578479e4","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 84 story points for sprint 1?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@9","5a54b003-0907-4259-f9f9-2e1573a7612a","yesNo",10,"<co-content><text>Does the learner clearly demonstrate that the additional story points were added at the beginning of Sprint 2?</text><text>*Should show an increase of 6 story points</text></co-content>",1
"wJGWByhQEea9ZhJKQvAauw@2","97813f86-15db-45db-a532-8ae903687a9f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"em6s9NEVEeWlfA7f_IUrbw@10","8ed85c84-05f2-4e43-a092-71288c01482d","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"9p1IYveCEeWwOA4X7vTG_Q@2","98f88de0-dbc9-4a2c-e4f5-0464829ba125","multiLineInput",0,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"dn6ZfdEIEeWR0RIE1vRpDw@9","6ae0c9cc-c581-4641-fa51-d2c9c67919b8","yesNo",2,"<co-content><text>Does the learner display the total effort in story points (or similar wording) on the vertical axis?</text></co-content>",1
"o40uFM6MEeW4gBJQzjtgDw@12","8e97d2ee-5f9b-4605-83b7-83bc74def75d","yesNo",0,"<co-content><text>Did the learner provide a Google Docs URL?</text></co-content>",1
"wCZRVyhQEeaeOg6Hp9hnyw@2","d3c2244b-953e-4b2f-94dd-82fb1494e73c","options",3,"<co-content><text>Do the high risk, low priority user stories remain in the backlog? (The high risk-low priority user stories were: Support Voice Recognition and Video Connections.)</text></co-content>",2
"9rsJSfeCEeWJoRIC9GAuIw@1","9ff63e4e-58bf-4632-ff60-e611f447322a","yesNo",7,"<co-content><text>Does the learner have the total effort remaining as approx. 70 story points for sprint 2?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@9","7e609c48-6601-45c3-f916-f3408cdbf4e6","yesNo",4,"<co-content><text>Does the prediction line begin at approx. 92 story points at the beginning of sprint 1?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@12","9ff63e4e-58bf-4632-ff60-e611f447322a","yesNo",7,"<co-content><text>Does the learner have the total effort remaining as approx. 70 story points for sprint 2?</text></co-content>",1
"9xYhwPeCEeWfIgr8kiI5JQ@1","01396a3c-f367-4296-81a3-30aac1fbfbfb","yesNo",0,"<co-content><text>Did the learner provide a reasonable reflection?</text></co-content>",1
"9JWR-PeCEeWcIwpe-uKM9Q@2","88ab4e9b-96cd-485e-e687-e7ffc93bac76","yesNo",0,"<co-content><text>Did the learner create their Requirements Document using Google Documents?</text></co-content>",1
"vufdjihQEeaLEw5C-qNm0w@2","0ea48669-8b1d-468a-da1e-caf62fd81e35","multiLineInput",10,"<co-content><text>Do you have any general comments about your peer’s requirements document?</text></co-content>",
"P3kcYs6CEeW6bA4RgCmm0Q@9","e19ec481-e159-4ae3-a1f1-e6e0601bed88","yesNo",1,"<co-content><text>Did the learner set their Google Document to Can Comment? (i.e. as a peer reviewer, are you able to  make edits to the assignment that appear as suggestions?)</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@2","b32d6130-07e7-49ef-f76d-6628578479e4","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 86 story points for sprint 1?</text></co-content>",1
"9kBa5PeCEeWcIwpe-uKM9Q@4","40f90a7f-a9eb-4365-f59c-126de570b33d","options",1,"<co-content><text>Are all remaining high-priority user stories scheduled in the second sprint? (The high priority user stories remaining were: Remotely Access Content, Browse All Material, and Select Material)</text></co-content>",3
"vufdjihQEeaLEw5C-qNm0w@4","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","yesNo",3,"<co-content><text>Did the learner provide some sort of unique identifier for their user stories? (i.e. a numbering or lettering system)</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@9","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@2","85d1392d-59b7-4a24-e12c-9ceda086b9db","yesNo",2,"<co-content><text>Does the prediction line point to a 6th day with no total effort remaining?</text></co-content>",1
"-xK13dEPEeW3igq7kvt3qw@3","3b016d76-5374-4e09-92cd-fefeb005fb92","yesNo",0,"<co-content><text>Did the learner upload the PDF produced by the Release Planning activity?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@8","e1f46608-d516-459a-d399-07d8ffbd6e04","yesNo",2,"<co-content><text>Did the learner use the prescribed format <strong>“As a ___, I want ___, so that ___”</strong> for their user stories?</text></co-content>",1
"wGJvpShQEea5Nw6WU2nKtw@2","9990b547-ab7a-4618-8469-ccfeda4721a7","options",0,"<co-content><text>Did the learner demonstrate that he/she put effort into the wireframe?</text></co-content>",3
"9hRB5feCEeWJoRIC9GAuIw@4","8cfdbd6f-240f-418d-a396-2348fdb058a9","yesNo",4,"<co-content><text>Does the burndown show a slight burn across between days 2 and 3?</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@4","5170a520-2a40-4f58-f6dc-6012f83360ef","options",1,"<co-content><text>Did the learner provide a risk rating based on likelihood and impact for the risks in the risk plan?</text></co-content>",2
"9KUiQfeCEeWc5xLFVM5IsQ@2","EpSKpewugbHyfVVEYrLEYK","multiLineInput",1,"<co-content><text>Do you have any general comments, suggestions, or feedback for you peer?</text></co-content>",
"wTlH0ChQEeaOBAr7VGzUHw@1","3e231bf7-cd64-471e-a7f8-085e542ae274","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"em6s9NEVEeWlfA7f_IUrbw@13","00c7154f-e334-4802-800e-908d76a8ae4a","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"4qyWSs6NEeWzWQ7wuWBg7Q@5","c5d2e20b-ef1a-43f0-c34a-dff68517d111","options",2,"<co-content><text>Did the learner provide reasonable contingency plans for the risks in their Risk Plan?</text></co-content>",3
"dn6ZfdEIEeWR0RIE1vRpDw@10","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@13","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@3","1ad64563-dd56-4ce5-8a08-8d526e2c7992","yesNo",0,"<co-content><text>Did the learner get the correct answer as 18.4? (You may accept a rounded up answer of 19 as well)</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@4","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","yesNo",3,"<co-content><text>Did the learner provide some sort of unique identifier for their user stories? (i.e. a numbering or lettering system)</text></co-content>",1
"vufdjihQEeaLEw5C-qNm0w@4","88ab4e9b-96cd-485e-e687-e7ffc93bac76","yesNo",0,"<co-content><text>Did the learner create their Requirements document using Google Documents?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@7","c1b6a522-563b-45e0-87d8-4f21b096df7e","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"9p1IYveCEeWwOA4X7vTG_Q@1","5bcc1717-2c30-4aed-c502-4b924a8e5a62","yesNo",4,"<co-content><text>Did the learner keep the Suggest material based on reading level user story in the backlog? (i.e. did NOT add it to Sprint 3)</text></co-content>",1
"9hRB5feCEeWJoRIC9GAuIw@4","f5816992-712c-4af5-e608-10eddf73749e","yesNo",5,"<co-content><text>Did the learner have about 17.25 hours of total effort remaining at the beginning of day 5?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@3","5a54b003-0907-4259-f9f9-2e1573a7612a","yesNo",10,"<co-content><text>Does the learner clearly demonstrate that the additional story points were added at the beginning of Sprint 2?</text><text>*Should show an increase of 6 story points</text></co-content>",1
"NYjqqtESEeWR0RIE1vRpDw@8","efa757b2-524d-4d98-c2ff-24dc3e485ad4","options",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"9voOH_eCEeWSPQpVZJn7FQ@7","351fc057-68fc-464f-a8c8-a974ff1977ac","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 36 story points for sprint 4?</text></co-content>",1
"vwXGHChQEeaeOg6Hp9hnyw@1","BF1h6G6ATT8Q6Hq4OMge2p","yesNo",0,"<co-content><text>Based on the Google Doc provided and/or the screenshot, do you believe that the learner put effort into their review?</text></co-content>",1
"dGK4i9AXEeWJ8go9jrGl7Q@3","e452af33-9bb0-4aa2-80c0-480f21e1a915","yesNo",1,"<co-content><text>Did the learner include a prediction line on their iteration burndown?</text></co-content>",1
"NYjqqtESEeWR0RIE1vRpDw@6","efa757b2-524d-4d98-c2ff-24dc3e485ad4","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"wFPJjyhQEeaVWgodRB5guQ@2","5ec5af38-2d5e-457b-bd23-aaa492b08969","multiLineInput",3,"<co-content><text>Do you have any suggestions or comments for your peer?</text></co-content>",
"B7quoNEDEeW86A4dl3pnEQ@4","d9022338-227a-48e2-86a1-42517ccf64f0","multiLineInput",4,"<co-content><text>Do you have any suggestions for the learner that could improve their risk plan?</text></co-content>",
"wZQR5yhQEeaLEw5C-qNm0w@1","d4b79bf3-5b06-4849-fe13-14dafbd0064d","multiLineInput",0,"<co-content><text>Do you have any comments, advice, or words of encouragement for your peer?</text></co-content>",
"NYjqqtESEeWR0RIE1vRpDw@2","efa757b2-524d-4d98-c2ff-24dc3e485ad4","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"P3kcYs6CEeW6bA4RgCmm0Q@2","6e259284-46d7-43d9-ea0d-03794de8b978","yesNo",9,"<co-content><text>Did the learner include a user story about testing reading comprehension using voice recognition (or similar wording)?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@2","88ab4e9b-96cd-485e-e687-e7ffc93bac76","yesNo",0,"<co-content><text>Did the learner create their Requirements Document using Google Documents?</text></co-content>",1
"ZqZRCtTbEeWHOA7t0uQ0Ww@10","41c3a084-cd57-4a2f-af00-a6a28b81c814","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"em6s9NEVEeWlfA7f_IUrbw@2","5a46ec77-fd00-4ecc-c241-d931b7df0233","yesNo",3,"<co-content><text>Did the learner include the prediction line?</text></co-content>",1
"9rsJSfeCEeWJoRIC9GAuIw@3","d201f007-3c1a-4a49-cb67-205a2acc37e4","yesNo",8,"<co-content><text>Does the learner have the total effort remaining as approx. 54 story points for sprint 3?</text></co-content>",1
"wTlH0ChQEeaOBAr7VGzUHw@2","1ad64563-dd56-4ce5-8a08-8d526e2c7992","yesNo",0,"<co-content><text>Did the learner get the correct answer as 18.4? (You may accept a rounded up answer of 19 as well)</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@7","f7823a36-be3b-455e-c2cd-50d776c198ab","yesNo",1,"<co-content><text>Does the learner display the sprints along the horizontal axis?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@4","632c7dae-874a-402e-edea-3ce05c3fc5d0","yesNo",7,"<co-content><text>Does the learner display the addition of story points by either displaying work completed, or by displaying an adjustable floor?</text></co-content>",1
"vufdjihQEeaLEw5C-qNm0w@3","8ae0dce8-688e-4646-9cb8-1713bd596bde","yesNo",5,"<co-content><text>Did the learner include a user story about being able to see the covers of books while browsing (or similar wording)?</text></co-content>",1
"8jzkN86PEeWyxApSRqwlWw@7","5dd044b1-5290-4605-c525-769cb0689cd1","yesNo",4,"<co-content><text>Are all the priority 2 user stories scheduled before (or in the same sprint) as any priority 3 user stories?</text></co-content>",1
"NYjqqtESEeWR0RIE1vRpDw@7","b8a2cb44-f70d-44a7-8354-db8c543ef3bc","options",1,"<co-content><text>Did the learner provide solutions for the issues that they pointed out?</text></co-content>",3
"9hRB5feCEeWJoRIC9GAuIw@2","97813f86-15db-45db-a532-8ae903687a9f","multiLineInput",1,"<co-content><text>Do you have any response to their interpretation or have any comments, suggestions, or advice for your peer?</text></co-content>",
"dn6ZfdEIEeWR0RIE1vRpDw@4","3e231bf7-cd64-471e-a7f8-085e542ae274","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"vwXGHChQEeaeOg6Hp9hnyw@1","i_W-k4r8JJ0c_gb_tYW6Oy","yesNo",1,"<co-content><text>Based on the Google Doc provided and/or the screenshot, did the learner label their suggestions as minor, moderate, or major in severity?</text></co-content>",1
"ZqZRCtTbEeWHOA7t0uQ0Ww@8","41c3a084-cd57-4a2f-af00-a6a28b81c814","yesNo",0,"<co-content><text>Did the learner demonstrate that they put effort into their evaluation of the iteration plan?</text></co-content>",5
"9rsJSfeCEeWJoRIC9GAuIw@4","d201f007-3c1a-4a49-cb67-205a2acc37e4","yesNo",8,"<co-content><text>Does the learner have the total effort remaining as approx. 54 story points for sprint 3?</text></co-content>",1
"dn6ZfdEIEeWR0RIE1vRpDw@9","860961d0-dfba-4f98-9c29-20ca931553c9","yesNo",0,"<co-content><text>Was the iteration burndown uploaded as a JPEG, PNG, or PDF file type?</text></co-content>",1
"em6s9NEVEeWlfA7f_IUrbw@9","fde8dec7-4a31-4b3b-8219-e9b37dc5ec67","options",0,"<co-content><text>How would you rate your peer’s interpretation? (Based on effort, and not necessarily on correctness)</text></co-content>",3
"9rsJSfeCEeWJoRIC9GAuIw@2","b32d6130-07e7-49ef-f76d-6628578479e4","yesNo",6,"<co-content><text>Does the learner have the total effort remaining as approx. 84 story points for sprint 1?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@3","96a3451f-045c-4179-899a-c8d30459027e","yesNo",7,"<co-content><text>Did the learner include a user story about having adjustable font sizes (or similar wording)?</text></co-content>",1
"P3kcYs6CEeW6bA4RgCmm0Q@8","87f6a590-5e97-4b89-b0e2-0fecd2a5fab9","yesNo",3,"<co-content><text>Did the learner provide some sort of unique identifier for their user stories? (i.e. a numbering or lettering system)</text></co-content>",1
